Cuadricula;Peso;Fecha;f0;f1;f2;f3;f4;x0;x1;x2;x3;x4;phi_re_0_0;phi_im_0_0;phi_re_0_1;phi_im_0_1;phi_re_0_2;phi_im_0_2;phi_re_0_3;phi_im_0_3;phi_re_0_4;phi_im_0_4;phi_re_0_5;phi_im_0_5;phi_re_0_6;phi_im_0_6;phi_re_0_7;phi_im_0_7;phi_re_0_8;phi_im_0_8;phi_re_0_9;phi_im_0_9;phi_re_0_10;phi_im_0_10;phi_re_0_11;phi_im_0_11;phi_re_0_12;phi_im_0_12;phi_re_0_13;phi_im_0_13;phi_re_0_14;phi_im_0_14;phi_re_0_15;phi_im_0_15;phi_re_1_0;phi_im_1_0;phi_re_1_1;phi_im_1_1;phi_re_1_2;phi_im_1_2;phi_re_1_3;phi_im_1_3;phi_re_1_4;phi_im_1_4;phi_re_1_5;phi_im_1_5;phi_re_1_6;phi_im_1_6;phi_re_1_7;phi_im_1_7;phi_re_1_8;phi_im_1_8;phi_re_1_9;phi_im_1_9;phi_re_1_10;phi_im_1_10;phi_re_1_11;phi_im_1_11;phi_re_1_12;phi_im_1_12;phi_re_1_13;phi_im_1_13;phi_re_1_14;phi_im_1_14;phi_re_1_15;phi_im_1_15;phi_re_2_0;phi_im_2_0;phi_re_2_1;phi_im_2_1;phi_re_2_2;phi_im_2_2;phi_re_2_3;phi_im_2_3;phi_re_2_4;phi_im_2_4;phi_re_2_5;phi_im_2_5;phi_re_2_6;phi_im_2_6;phi_re_2_7;phi_im_2_7;phi_re_2_8;phi_im_2_8;phi_re_2_9;phi_im_2_9;phi_re_2_10;phi_im_2_10;phi_re_2_11;phi_im_2_11;phi_re_2_12;phi_im_2_12;phi_re_2_13;phi_im_2_13;phi_re_2_14;phi_im_2_14;phi_re_2_15;phi_im_2_15;phi_re_3_0;phi_im_3_0;phi_re_3_1;phi_im_3_1;phi_re_3_2;phi_im_3_2;phi_re_3_3;phi_im_3_3;phi_re_3_4;phi_im_3_4;phi_re_3_5;phi_im_3_5;phi_re_3_6;phi_im_3_6;phi_re_3_7;phi_im_3_7;phi_re_3_8;phi_im_3_8;phi_re_3_9;phi_im_3_9;phi_re_3_10;phi_im_3_10;phi_re_3_11;phi_im_3_11;phi_re_3_12;phi_im_3_12;phi_re_3_13;phi_im_3_13;phi_re_3_14;phi_im_3_14;phi_re_3_15;phi_im_3_15;phi_re_4_0;phi_im_4_0;phi_re_4_1;phi_im_4_1;phi_re_4_2;phi_im_4_2;phi_re_4_3;phi_im_4_3;phi_re_4_4;phi_im_4_4;phi_re_4_5;phi_im_4_5;phi_re_4_6;phi_im_4_6;phi_re_4_7;phi_im_4_7;phi_re_4_8;phi_im_4_8;phi_re_4_9;phi_im_4_9;phi_re_4_10;phi_im_4_10;phi_re_4_11;phi_im_4_11;phi_re_4_12;phi_im_4_12;phi_re_4_13;phi_im_4_13;phi_re_4_14;phi_im_4_14;phi_re_4_15;phi_im_4_15
C1;100;28/12/2024  5:15;3,79278611;6,05503695;8,46200842;12,05175783;13,97778894;0,01127183;0,01463873;0,00591293;0,00222571;0,00851057;-0,28027920;0,07195580;-0,36462851;0,09448233;0,00204412;0,12017794;0,04490442;0,21645565;-0,76488700;0,19582620;-0,08196812;0,99663495;0,00360686;0,29396325;0,00755625;0,55870228;0,10042886;-0,02478003;0,10283947;-0,02584066;-0,00192295;-0,11251281;-0,01602983;-0,07940963;0,22571428;-0,05723204;0,02837792;-0,34570662;-0,00433237;-0,31385899;-0,00541914;-0,30437602;0,06052227;-0,35292213;0,06834727;-0,37019667;-0,28536293;0,15138332;-0,24355623;0,21268129;0,11802605;-0,42262895;-0,58059337;0,03254594;-0,43986789;0,18341744;-0,49844339;0,16469069;0,11925399;-0,64639506;0,11538898;-0,64951462;-0,60829387;0,25054001;-0,52726275;0,43668032;0,17400348;-0,96771862;-0,93998511;0,24184464;-0,91096616;0,38369704;-0,92026759;0,39128962;0,17825186;-0,00108841;-0,09181420;-0,01434696;-0,70386669;-0,14382118;-0,33365011;0,16455854;-0,00984937;0,05268422;0,34303443;0,14959802;-0,95114844;-0,30873395;-0,49681772;-0,16927400;-0,10069245;0,02368042;-0,08671586;0,02771108;-0,00745876;-0,05170910;-0,02622091;-0,02305328;0,24216108;0,06212161;-0,25799400;-0,11207175;-0,30236759;-0,06911943;-0,24470582;-0,04750018;0,03639856;-0,29964802;0,03440104;-0,20907622;0,40393872;0,26384036;0,29803878;-0,06368515;-0,22140882;0,59418840;-0,38063953;-0,92472350;0,18819190;-0,06181418;-0,10990820;-0,32044985;-0,21727278;0,58817538;-0,22007608;0,58770081;-0,33733699;-0,40425348;-0,46496920;-0,12790451;-0,33877274;0,77824312;-0,29893218;-0,75136804;-0,51308250;-0,63455359;-0,55455524;-0,66230706;-0,58870636;-0,25262802;-0,93644792;-0,35080664;0,06872232;0,12691001;-0,05952816;-0,29597144;0,16555208;0,07812008;-0,04894921;-0,11549148;-0,02497798;0,72638923;-0,04618151;0,44636989;0,02067462;0,04774433;0,03319361;0,05305269;-0,06635308;0,08679256;-0,04745014;0,03299410;-0,21823784;-0,05696886;0,10257223;-0,22080880;0,02040489;-0,20859039;0,01779599;-0,25818748
C1;100;28/12/2024  5:30;3,78806977;6,06859712;8,50694052;12,02097796;13,96002290;0,01145351;0,01755506;0,00666701;0,00246910;0,01034837;-0,27930807;0,07662412;-0,36385761;0,10038279;0,00377785;0,12054368;0,04880878;0,21540419;-0,76085492;0,20715924;-0,06707794;0,99774774;0,00726306;0,29443836;-0,03304622;0,55764202;0,10079090;-0,02775730;0,10269188;-0,02819594;-0,00382992;-0,11237050;-0,01838272;-0,07911453;0,22535427;-0,06119629;0,02264813;-0,34625463;-0,00882989;-0,31423745;-0,00940393;-0,30453068;0,00915482;-0,37601352;0,02627386;-0,39085422;-0,25726335;0,21497358;-0,21888062;0,27860386;0,01505440;-0,49413093;-0,63676815;0,17290857;-0,40963518;0,28287892;-0,52294262;0,21580166;0,02185953;-0,65768257;0,01878219;-0,66708903;-0,56705908;0,33829288;-0,45766352;0,52270651;0,04535154;-0,98541196;-0,90078960;0,36272490;-0,84540327;0,50852877;-0,85744873;0,51456941;0,16498642;-0,04454123;-0,10534618;-0,06230782;-0,65456893;-0,12128984;-0,27081224;0,13582741;0,03674699;0,08631318;0,27054225;0,10378058;-0,95208246;-0,30584145;-0,46792036;-0,29116299;-0,07480859;0,04879134;-0,06749031;0,05023893;-0,03523145;-0,05045864;-0,04179482;-0,00983453;0,25500788;0,06462978;-0,25817738;-0,11351269;-0,29868753;-0,07512592;-0,25321153;-0,05588412;0,09505880;-0,10831995;0,09969310;0,05005277;0,27545677;0,29569999;0,07175965;0,01170356;-0,34742359;0,49595456;-0,10217412;-0,96544016;0,26649553;-0,03128998;0,10631598;-0,33621045;-0,33405161;0,50904958;-0,34465938;0,51614623;-0,16786148;-0,45672958;-0,39318251;-0,25847817;-0,46086565;0,84113299;-0,30041750;-0,88905169;-0,54059014;-0,76944694;-0,58809924;-0,80878878;0,57066169;0,28814132;0,91787020;0,39688071;-0,09330746;-0,13699945;0,02191237;0,30976700;-0,16425577;-0,09262614;0,08081590;0,12977330;0,04595577;-0,73178348;0,21246952;-0,40516528;-0,01461763;-0,06185704;-0,02573721;-0,06846779;0,09836785;-0,08141354;0,06762709;-0,04076597;0,22304058;0,05779886;-0,11748325;0,22243270;-0,03331626;0,21198196;-0,02862093;0,26464569
C1;100;28/12/2024  5:45;3,79341327;6,06634551;8,37389337;12,02816994;14,70722707;0,01232321;0,01632818;0,00546880;0,00639447;0,05753660;0,27914009;-0,07584184;0,36266517;-0,09860277;-0,00372569;-0,12033130;-0,04854252;-0,21530363;0,76164760;-0,20403672;0,06878957;-0,99763119;-0,00751373;-0,29368055;0,03862602;-0,55640456;-0,10034796;0,02723164;-0,10255019;0,02797922;0,00375512;0,11219652;0,01841458;0,07911633;-0,22463492;0,05984842;-0,02392136;0,34701257;0,00887572;0,31408495;0,00843690;0,30408685;0,04276454;-0,36585521;0,04755399;-0,37621070;-0,28172624;0,17232722;-0,23186804;0,23972391;0,07272438;-0,44983963;-0,61666822;0,10408078;-0,44513916;0,22087999;-0,52906671;0,13852215;0,08250184;-0,65408790;0,07544297;-0,66365341;-0,60340820;0,29251742;-0,50728196;0,47931702;0,12904784;-0,97557518;-0,93288847;0,28524458;-0,88658283;0,42962272;-0,90013525;0,43561052;0,15847856;-0,00242705;-0,12920359;-0,02529355;-0,72004140;-0,21003435;-0,34649135;0,07835988;-0,05990808;0,02682140;0,40523691;0,26247286;-0,95072933;-0,31002215;-0,41409514;-0,23373959;-0,11705072;0,01178859;-0,10381404;0,00972530;0,01004538;-0,01165083;0,01191014;-0,00657209;0,18164802;0,03878018;-0,20003675;-0,12548013;-0,24108398;-0,09091345;-0,18068203;-0,06725832;-0,07226648;0,17205275;-0,07866860;0,04854886;-0,34337714;-0,28511702;-0,19084989;0,01490179;0,25892823;-0,54292895;0,27769104;0,96067043;-0,22735409;0,03949292;-0,03404507;0,34805930;0,27044487;-0,53102024;0,27436989;-0,53589794;0,25557857;0,43881212;0,43885804;0,20468133;0,35062400;-0,82112212;0,34760207;0,79048293;0,55147183;0,65228810;0,60524769;0,69704568;-0,77770761;-0,08683907;-0,99888587;-0,04719130;-0,05711681;-0,33014045;-0,69629595;-0,47650724;0,23779061;-0,01048322;0,06137035;0,38008526;0,19680965;0,35351869;0,07118483;0,39806550;0,22642725;0,02234140;0,24545789;0,03516165;0,13112496;0,39452462;0,24838932;0,16546955;-0,09075621;0,02811337;-0,07836577;-0,18986383;-0,12405797;-0,14153993;-0,13451702;-0,15021835
C1;100;28/12/2024  6:00;3,78968071;6,07297506;8,40116102;11,98196467;14,69950328;0,01290778;0,01638756;0,00540105;0,00684121;0,04159980;0,27828403;-0,07431077;0,36195133;-0,09830445;-0,00367294;-0,12027336;-0,04862753;-0,21521255;0,75995863;-0,20206769;0,07194496;-0,99740860;-0,00589275;-0,29359233;0,03989615;-0,55573181;-0,10021257;0,02652400;-0,10261074;0,02755127;0,00508825;0,11248752;0,01843514;0,07858723;-0,22388296;0,05953580;-0,02370469;0,34651001;0,00763967;0,31435623;0,00810697;0,30422606;0,01200987;-0,36605994;0,01922937;-0,38575677;-0,26991408;0,18874139;-0,19837225;0,25243661;0,04504097;-0,44807080;-0,59680059;0,14917591;-0,42271375;0,25319685;-0,52002426;0,17843650;0,02205639;-0,65660454;0,02183091;-0,66126509;-0,57562689;0,34586321;-0,46609762;0,52783693;0,04020376;-0,98674056;-0,90309879;0,37278918;-0,83997315;0,50713228;-0,85681644;0,51562156;-0,10658877;0,00679752;0,19983214;0,01462217;0,68573385;0,17647215;0,32240727;-0,05480415;-0,00515747;-0,02844606;-0,33570608;-0,24699395;0,96790430;0,25131904;0,46255788;0,20468833;0,09585852;-0,01430344;0,07746932;-0,01614928;0,01269663;-0,00361031;-0,00404989;-0,00589522;-0,15295129;-0,03751188;0,17307360;0,11949385;0,22241466;0,08903707;0,16046250;0,07104597;0,28958331;-0,12287694;0,37939318;-0,01093329;0,24317412;0,35074524;0,18452589;0,22593300;-0,36457557;0,48023701;-0,11788950;-0,99302672;0,23124421;-0,08764806;0,11134194;-0,38585311;-0,32959639;0,46682072;-0,33769681;0,47199044;-0,16384748;-0,50591205;-0,41495211;-0,27547139;-0,26747643;0,74565215;-0,36768849;-0,65880650;-0,53558615;-0,52778139;-0,57328052;-0,56060648;0,76421399;0,19171765;0,98142797;0,19183100;0,02956974;0,31726370;0,60814148;0,47373528;-0,23919889;-0,03894461;-0,00176409;-0,33905978;-0,14594017;-0,32380737;-0,02098053;-0,35430896;-0,22626907;-0,06699306;-0,24881797;-0,08022532;-0,07797770;-0,37083875;-0,20975264;-0,16622964;0,08681819;-0,00296920;0,03872120;0,15881903;0,08112097;0,12207696;0,08852457;0,13229224
C1;100;28/12/2024  6:15;3,78196804;6,06337313;8,37423100;11,99777658;14,72851136;0,01356265;0,01642435;0,00522532;0,00637222;0,04609692;-0,27845303;0,07755921;-0,36283866;0,10219486;-0,00442631;0,12052568;0,05024768;0,21579148;-0,75796313;0,20813519;-0,06699850;0,99775308;0,00717571;0,29365992;-0,03731493;0,55639057;0,10009439;-0,02795379;0,10260470;-0,02897528;-0,00503279;-0,11210156;-0,01838376;-0,07910812;0,22400985;-0,06190731;0,02285108;-0,34650687;-0,01003783;-0,31436096;-0,00968360;-0,30323780;-0,04920890;0,36238177;-0,06188471;0,37475469;0,30819542;-0,12918336;0,23208663;-0,23120286;-0,07196117;0,48113929;0,65141713;-0,12117500;0,46928843;-0,22842031;0,56114620;-0,13888728;-0,10336954;0,66242345;-0,09918574;0,66837031;0,61686123;-0,27653244;0,52853422;-0,47250587;-0,16128633;0,97619506;0,93845839;-0,24428230;0,90373044;-0,39346852;0,91510944;-0,40320555;0,13131716;-0,00559414;-0,16780888;-0,01481470;-0,67642590;-0,27222420;-0,32624222;0,07979157;-0,02758349;0,02695406;0,38263681;0,24316385;-0,96913824;-0,24651790;-0,44284394;-0,19922919;-0,11224974;0,01046449;-0,09829762;0,01213227;-0,00325542;-0,00726038;0,00179765;-0,00243001;0,15672173;0,03219975;-0,17832055;-0,11304832;-0,22925321;-0,07975975;-0,16358666;-0,05962615;-0,33923542;0,20232256;-0,43216537;0,12571774;-0,12735799;-0,43477578;-0,21513431;-0,23205446;0,44345265;-0,46546813;0,00748369;0,99997200;-0,20842585;0,11002203;-0,14474612;0,41172253;0,42140615;-0,45393894;0,41714557;-0,45412815;0,12094946;0,54053899;0,38135976;0,32771002;0,35243781;-0,63049001;0,22882762;0,63540094;0,39948122;0,55021052;0,43984056;0,58724383;-0,77366168;-0,12291482;-0,99517580;-0,09810775;0,03152679;-0,31002510;-0,66168000;-0,45515270;0,23461077;0,00389621;0,05282037;0,35519350;0,18329070;0,36697602;0,05492743;0,39433480;0,22484794;0,03256728;0,24451046;0,04617431;0,12201481;0,38405003;0,23434393;0,15893240;-0,08674863;0,01478492;-0,06739561;-0,17599472;-0,10823788;-0,12852813;-0,11601687;-0,13888075
C1;100;28/12/2024  6:30;3,79133684;6,08070126;8,45768796;12,08809308;13,97177359;0,01258283;0,01695727;0,00634131;0,00358215;0,00975931;0,27801058;-0,07673300;0,36208597;-0,10127358;0,00728655;-0,11984272;-0,04921718;-0,21558447;0,75982381;-0,20723118;0,06410740;-0,99794301;-0,00811864;-0,29363378;0,03549589;-0,55679496;-0,09964455;0,02758592;-0,10237075;0,02805952;0,00500958;0,11231909;0,01844196;0,07855751;-0,22443259;0,06166865;-0,02198552;0,34620987;0,01030818;0,31366238;0,01028333;0,30426952;0,00162356;-0,35935798;0,01477572;-0,37106358;-0,29799104;0,15606627;-0,22485695;0,26785731;0,01320978;-0,46125353;-0,60324770;0,16838313;-0,42710344;0,27105117;-0,52196787;0,19545381;0,04213472;-0,65957729;0,03668594;-0,66036250;-0,57578595;0,32076278;-0,46440830;0,50576893;0,06951387;-0,98040029;-0,90737401;0,33730513;-0,85730005;0,48106548;-0,87223620;0,48908487;-0,16538715;0,02919438;0,10781188;0,04697018;0,65423915;0,25990223;0,28678555;-0,15639135;0,01448067;-0,08181611;-0,34739745;-0,12636215;0,96185659;0,27355419;0,45477900;0,25569076;0,09905913;-0,03953517;0,08812000;-0,03832714;0,01841556;0,05123890;0,03491195;0,02139673;-0,22597798;-0,05538358;0,24751474;0,10754516;0,29225399;0,06197811;0,23610923;0,05127010;-0,13513072;-0,37867811;-0,17752645;-0,31161164;0,41111876;0,30924706;0,21782951;-0,30826552;-0,13229411;0,65119660;-0,50444746;-0,86344239;0,20984341;-0,05868187;-0,05270578;-0,32106033;-0,16735549;0,61541172;-0,16920861;0,62858072;-0,37466386;-0,34036370;-0,45443363;-0,06503534;-0,32622383;0,82073997;-0,34910612;-0,79106873;-0,56535342;-0,66205533;-0,61803657;-0,69104519;0,55708201;0,29582284;0,91277634;0,40845973;-0,03146202;-0,18598695;0,00674689;0,29439718;-0,15247736;-0,09199085;0,07390072;0,16694114;0,03792439;-0,77243774;0,22044192;-0,41363280;0,00614140;-0,06188657;-0,00406994;-0,06924978;0,09840905;-0,06292684;0,07820475;-0,02733758;0,23148485;0,05672803;-0,11614583;0,22975434;-0,03127765;0,21834060;-0,02628765;0,27300355
A2;100;10/01/2025  2:00;3,80627149;6,19582972;8,55170384;12,96054931;12,96054931;0,01206505;0,00960935;0,00655990;0,00879584;0,00879584;-0,28676023;0,07955052;-0,34434482;0,17218486;-0,06654584;-0,10184337;-0,18951193;0,11880636;-0,78883613;0,20550777;-0,55060542;-0,83476564;-0,28198582;0,10213521;-0,56045382;-0,07160974;0,09979815;-0,03894505;0,09862293;-0,04958516;0,06200568;0,09407653;0,07251397;-0,03882280;0,23520593;-0,06217021;0,19230842;0,29041758;0,30196288;-0,11059943;0,30750714;0,03832841;-0,24285805;0,36126474;-0,13183544;0,44973232;-0,14700801;-0,30763368;-0,03738441;0,33971207;-0,34368353;0,31624511;-0,20775427;-0,49472717;-0,28038954;0,45396000;-0,53756565;0,10838572;-0,33573959;0,52384713;-0,25175221;0,57634455;-0,27061627;-0,57823787;-0,19070481;0,63210128;-0,62833668;0,77794152;-0,36598071;-0,84236021;-0,47226322;0,82919885;-0,93352585;0,24844986;0,14953224;0,00173504;0,58227307;0,05751253;0,68276641;0,29212019;-0,17247254;-0,12143674;-0,11161674;0,12271194;-0,46008316;-0,22976361;-0,86551826;-0,50087737;-0,03503473;-0,44807831;0,03297158;0,08157651;0,01810502;0,05109315;-0,12357184;-0,06455424;0,01337137;0,04555314;-0,09683253;-0,06642905;0,18045866;0,06422548;-0,15166113;-0,09427946;-0,01943001;-0,13946220;-0,26165715;0,68669042;0,31084180;0,95046166;0,18052704;0,00663136;0,31575031;0,43553851;0,08401070;-0,22407558;-0,21496320;-0,01771691;-0,00637179;-0,14710515;0,17630546;0,01751380;0,02192467;-0,29406116;-0,07053832;-0,29915135;-0,27324572;0,02172856;-0,12859325;-0,19971604;-0,05245421;0,27621725;0,28158396;-0,07960069;0,03396857;0,29478248;-0,29372526;0,01951394;-0,26165715;0,68669042;0,31084180;0,95046166;0,18052704;0,00663136;0,31575031;0,43553851;0,08401070;-0,22407558;-0,21496320;-0,01771691;-0,00637179;-0,14710515;0,17630546;0,01751380;0,02192467;-0,29406116;-0,07053832;-0,29915135;-0,27324572;0,02172856;-0,12859325;-0,19971604;-0,05245421;0,27621725;0,28158396;-0,07960069;0,03396857;0,29478248;-0,29372526;0,01951394
A2;100;10/01/2025  2:15;3,80480004;6,19506113;8,62181022;12,94833000;12,94833000;0,01186983;0,00981746;0,00797965;0,01445200;0,01445200;-0,28704499;0,07627108;-0,34656114;0,16882285;-0,06642670;-0,10224409;-0,19024236;0,11753204;-0,78959067;0,20089149;-0,54532966;-0,83822166;-0,28279066;0,10047781;-0,56097542;-0,07595826;0,09966873;-0,03769886;0,09828400;-0,04880281;0,06220935;0,09521283;0,07268499;-0,03861257;0,23476860;-0,06096423;0,19031828;0,29246646;0,30326776;-0,10854980;0,30656408;0,04087054;0,23659079;-0,36134565;0,12849411;-0,44569466;0,15271318;0,31221733;0,03696177;-0,33634159;0,33955340;-0,31963957;0,22338795;0,48434250;0,27015397;-0,45741237;0,53802538;-0,12871802;0,33654671;-0,52904774;0,25607756;-0,58163758;0,27496484;0,57854742;0,18736485;-0,63144991;0,63453384;-0,77289508;0,36712825;0,83861213;0,47923627;-0,83030759;0,93437425;-0,25523449;-0,21516672;-0,03595579;-0,62702000;-0,02884544;-0,70534880;-0,23030398;0,12025581;0,13711796;0,14528252;-0,07566125;0,47917661;0,12670170;0,86882786;0,49511427;0,02869103;0,49368798;0,00898386;-0,07120983;0,03153045;-0,05703143;0,11756986;0,03269574;0,00865222;-0,05332476;0,17019706;0,13446049;-0,20664564;-0,09745740;0,23781265;0,14027465;-0,00794106;0,20461577;0,31485306;0,67230628;0,89358318;0,44889764;0,12726969;-0,14323396;0,54343769;0,08367350;-0,13186117;-0,23977191;-0,15250800;0,19040467;-0,11975492;-0,08704315;0,13494049;-0,14145909;-0,19309060;-0,21980067;-0,26291596;-0,15559717;-0,16949561;0,21101168;-0,22834695;-0,04869841;0,11425651;0,21311023;0,14677560;-0,21784716;0,18868640;0,18035634;-0,18981545;0,18115028;0,31485306;0,67230628;0,89358318;0,44889764;0,12726969;-0,14323396;0,54343769;0,08367350;-0,13186117;-0,23977191;-0,15250800;0,19040467;-0,11975492;-0,08704315;0,13494049;-0,14145909;-0,19309060;-0,21980067;-0,26291596;-0,15559717;-0,16949561;0,21101168;-0,22834695;-0,04869841;0,11425651;0,21311023;0,14677560;-0,21784716;0,18868640;0,18035634;-0,18981545;0,18115028
A2;100;10/01/2025  3:30;3,81165519;6,19141345;8,58801395;12,87804690;14,58782121;0,01198437;0,00921841;0,00675458;0,02146962;0,00196886;0,29726563;-0,03366263;0,38598908;-0,04554107;0,12288471;-0,01386770;0,22389332;-0,02603642;0,80795245;-0,08696373;0,66615803;0,74581062;0,29697483;-0,03044990;0,56251502;-0,06116539;-0,10648021;0,01257350;-0,10927215;0,01291513;-0,11434116;0,01323187;-0,08294082;0,00403125;-0,23958197;0,02638558;-0,24463370;-0,24918558;-0,31774306;0,03337100;-0,30805859;0,03439438;0,18780784;-0,33359469;0,19555612;-0,34823198;0,15662721;-0,30469376;0,14132521;-0,26500714;0,23465113;-0,39303868;0,50130970;0,24086445;0,24980768;-0,46161486;0,26978500;-0,48288632;0,29758041;-0,56761010;0,29579091;-0,58106280;0,29873950;-0,57576521;0,33766070;-0,58270998;0,45797396;-0,88896561;0,84780799;0,33766960;0,44003772;-0,85153874;0,44324435;-0,86176884;-0,23424023;-0,03818924;-0,17661054;0,28326008;-0,26262510;-0,71411457;-0,23786610;-0,35258639;0,06328213;0,04084131;-0,58750013;-0,03796488;-0,19456199;-0,98089022;-0,06665028;-0,45632988;0,10137014;0,14918858;0,11035443;0,14041627;0,09064193;0,08044624;0,05405461;0,10183469;-0,04010056;-0,14122693;0,20701806;0,02876773;-0,05869824;-0,21664815;-0,04472136;-0,14831002;-0,01664499;-0,27503626;0,06130992;-0,32678198;-0,03709314;-0,18795285;0,00249078;-0,23743852;0,05502230;0,32948035;-0,32559486;-0,94550938;0,02501114;0,10288333;0,04902041;0,23892398;0,03299591;0,06282221;0,04269293;0,06672561;0,02441190;0,06054930;0,01886007;0,03255244;0,19592600;0,25610105;-0,05466959;0,11765122;0,18873853;0,21850335;0,19545379;0,23454302;-0,27795969;-0,30392463;-0,22350372;-0,66599062;-0,18569128;0,44039124;-0,17854895;0,06320655;0,05961767;-0,01525309;-0,33289012;0,35319559;-0,09957595;0,99502996;-0,01008052;0,45671233;0,11020656;-0,16544233;0,15136507;-0,15399131;0,10491018;-0,10409761;0,07041566;-0,15281518;0,03229206;-0,33661702;-0,09698437;0,22429344;0,01936450;-0,25307487;0,02520841;-0,33386369
B2;100;21/12/2024  19:15;3,71219307;6,08723987;8,34261255;12,11478523;14,32984531;0,01164577;0,00713903;0,00360051;0,00582475;0,00479858;-0,28429650;0,01678742;-0,04051514;0,37557301;-0,01361639;0,11786366;-0,04349061;0,21360879;-0,54987729;0,57004112;-0,11332279;0,99355822;-0,03386696;0,29188844;-0,06310896;0,55403838;0,10225658;-0,00595968;0,01145957;-0,10644988;0,01245341;-0,11120174;0,00885554;-0,08005736;0,16185741;-0,16718749;0,03941181;-0,34293600;0,03596003;-0,30969041;0,03346810;-0,30005856;0,06745239;0,34134962;0,23825277;-0,29509827;0,20474163;-0,26535380;0,20763537;-0,19283447;0,44891407;0,06731343;0,35816539;-0,44125108;0,31226370;-0,42042784;0,33246412;-0,44075562;0,13403960;0,63865588;0,39570747;-0,53807165;0,39762117;-0,53785571;0,39928373;-0,55506959;0,98961227;0,14376216;0,57372384;-0,77395950;0,58156648;-0,78033578;0,58977354;-0,79316223;-0,09567327;-0,03009785;-0,24651043;-0,08553235;0,66342123;0,36001901;0,29730687;0,26974605;0,04050854;-0,05863161;-0,46935075;-0,31841419;0,88971911;0,45650838;0,40935339;0,18177489;0,13629240;0,07155040;-0,10504020;-0,05338044;-0,05331418;-0,02755168;-0,07026933;-0,03410829;-0,02750466;0,07508249;0,10140653;0,07972621;0,13085158;0,09576374;0,06837339;0,05879905;0,23007394;0,33650943;-0,45678279;0,16902738;-0,33150292;0,19398276;-0,45079860;0,08542424;-0,12161610;0,67981970;0,93546385;-0,35342240;0,25664822;-0,00152796;0,51266497;-0,13731544;-0,35117269;-0,38671800;0,40660562;-0,29749455;0,39647617;-0,29017884;0,35474275;-0,27656302;-0,23259702;0,76229291;0,68385628;-0,18556553;0,69892200;-0,18353116;0,72379738;-0,20354041;-0,49225879;-0,19719465;-0,32037357;-0,91338326;0,14244282;0,28953739;0,02592058;-0,12960179;-0,06581290;-0,05168582;-0,15175714;-0,35192575;0,38032373;0,92485342;0,20254918;0,48304498;-0,05976017;-0,00982043;-0,02495163;-0,02967444;-0,00486701;0,01866627;-0,03433843;-0,05538860;0,24068620;0,17240944;-0,09073087;-0,26684109;-0,07332984;-0,22762312;-0,10392197;-0,29611890
B2;100;21/12/2024  19:30;3,71718144;6,09149883;8,83712692;12,13968056;14,33022804;0,01070237;0,00765943;0,00497258;0,00792058;0,00105105;-0,28427496;0,01698961;-0,04083715;0,37627942;-0,01270086;0,11789574;-0,04272270;0,21325373;-0,54770205;0,57253978;-0,10964951;0,99397031;-0,03262846;0,29004724;-0,06010935;0,55341630;0,10234958;-0,00649056;0,01171452;-0,10608492;0,01301238;-0,11052125;0,00897565;-0,07981228;0,16108977;-0,16868968;0,03726954;-0,34255749;0,03445037;-0,30984458;0,03200852;-0,29964247;0,08068431;0,34397245;0,25494616;-0,27338156;0,17238104;-0,26652266;0,19705869;-0,18107509;0,44264493;0,06444970;0,37300679;-0,43293767;0,27581915;-0,43090652;0,31570287;-0,44451717;0,12472305;0,64360296;0,40204180;-0,54741244;0,39660168;-0,54439016;0,40347105;-0,56232332;0,98794542;0,15480262;0,59047399;-0,77940784;0,59706566;-0,78529530;0,60385476;-0,79273612;0,05272676;-0,14757995;0,30087704;0,26441283;-0,38608384;0,02449038;-0,15404399;0,09080975;0,16219877;-0,17212185;0,11175956;-0,09810203;-0,93830307;-0,34581403;-0,58035100;-0,26238662;-0,11225819;-0,00822775;0,05648402;-0,02473705;0,02022894;-0,02742080;0,04086693;-0,00881849;0,16080893;-0,30509890;-0,31668700;-0,13844737;-0,34989228;-0,15542831;-0,30460289;-0,13626083;-0,27075855;-0,34734537;0,19366862;-0,31676068;0,39732683;-0,28400641;0,44923190;-0,21263140;0,11637421;-0,63742837;-0,92979577;0,36807583;-0,05236649;-0,02574450;-0,37838160;0,12201407;0,32710867;0,35850124;-0,34803325;0,32150822;-0,31459470;0,29820519;-0,28895132;0,26980269;0,25693062;-0,77584179;-0,74807589;0,17905596;-0,73954601;0,17378846;-0,78849235;0,19790804;-0,00126174;0,34951759;-0,56050281;0,29126981;0,44618972;-0,06302241;0,07779651;0,10655837;0,02670738;0,03193711;-0,51557612;0,09423835;0,96862612;-0,24852253;0,44825702;-0,13282746;-0,08114412;0,14016691;-0,18294407;0,02444693;-0,12318346;0,02967062;-0,16502742;0,05916199;0,19597103;-0,21814287;-0,24961934;0,04976603;-0,20798276;0,03928587;-0,28765251;0,05852244
