Cuadricula;Peso;Fecha;f0;f1;f2;f3;f4;x0;x1;x2;x3;x4;phi_re_0_0;phi_im_0_0;phi_re_0_1;phi_im_0_1;phi_re_0_2;phi_im_0_2;phi_re_0_3;phi_im_0_3;phi_re_0_4;phi_im_0_4;phi_re_0_5;phi_im_0_5;phi_re_0_6;phi_im_0_6;phi_re_0_7;phi_im_0_7;phi_re_0_8;phi_im_0_8;phi_re_0_9;phi_im_0_9;phi_re_0_10;phi_im_0_10;phi_re_0_11;phi_im_0_11;phi_re_0_12;phi_im_0_12;phi_re_0_13;phi_im_0_13;phi_re_0_14;phi_im_0_14;phi_re_0_15;phi_im_0_15;phi_re_1_0;phi_im_1_0;phi_re_1_1;phi_im_1_1;phi_re_1_2;phi_im_1_2;phi_re_1_3;phi_im_1_3;phi_re_1_4;phi_im_1_4;phi_re_1_5;phi_im_1_5;phi_re_1_6;phi_im_1_6;phi_re_1_7;phi_im_1_7;phi_re_1_8;phi_im_1_8;phi_re_1_9;phi_im_1_9;phi_re_1_10;phi_im_1_10;phi_re_1_11;phi_im_1_11;phi_re_1_12;phi_im_1_12;phi_re_1_13;phi_im_1_13;phi_re_1_14;phi_im_1_14;phi_re_1_15;phi_im_1_15;phi_re_2_0;phi_im_2_0;phi_re_2_1;phi_im_2_1;phi_re_2_2;phi_im_2_2;phi_re_2_3;phi_im_2_3;phi_re_2_4;phi_im_2_4;phi_re_2_5;phi_im_2_5;phi_re_2_6;phi_im_2_6;phi_re_2_7;phi_im_2_7;phi_re_2_8;phi_im_2_8;phi_re_2_9;phi_im_2_9;phi_re_2_10;phi_im_2_10;phi_re_2_11;phi_im_2_11;phi_re_2_12;phi_im_2_12;phi_re_2_13;phi_im_2_13;phi_re_2_14;phi_im_2_14;phi_re_2_15;phi_im_2_15;phi_re_3_0;phi_im_3_0;phi_re_3_1;phi_im_3_1;phi_re_3_2;phi_im_3_2;phi_re_3_3;phi_im_3_3;phi_re_3_4;phi_im_3_4;phi_re_3_5;phi_im_3_5;phi_re_3_6;phi_im_3_6;phi_re_3_7;phi_im_3_7;phi_re_3_8;phi_im_3_8;phi_re_3_9;phi_im_3_9;phi_re_3_10;phi_im_3_10;phi_re_3_11;phi_im_3_11;phi_re_3_12;phi_im_3_12;phi_re_3_13;phi_im_3_13;phi_re_3_14;phi_im_3_14;phi_re_3_15;phi_im_3_15;phi_re_4_0;phi_im_4_0;phi_re_4_1;phi_im_4_1;phi_re_4_2;phi_im_4_2;phi_re_4_3;phi_im_4_3;phi_re_4_4;phi_im_4_4;phi_re_4_5;phi_im_4_5;phi_re_4_6;phi_im_4_6;phi_re_4_7;phi_im_4_7;phi_re_4_8;phi_im_4_8;phi_re_4_9;phi_im_4_9;phi_re_4_10;phi_im_4_10;phi_re_4_11;phi_im_4_11;phi_re_4_12;phi_im_4_12;phi_re_4_13;phi_im_4_13;phi_re_4_14;phi_im_4_14;phi_re_4_15;phi_im_4_15
C2;100;22/12/2024  17:30;3,72205155;6,05993632;8,30553529;12,18281857;14,24932817;0,01398477;0,00779545;0,00403842;0,00496534;0,00483816;0,28823866;0,04623962;0,37596973;0,06065225;0,11776465;0,02005361;0,21229439;0,05461740;0,77156346;0,20774713;0,97494129;0,22246230;0,28272353;0,07688068;0,55071236;0,09390863;-0,10385819;-0,01689835;-0,10662503;-0,01625080;-0,11119405;-0,01747721;-0,07937306;-0,01216681;-0,22698229;-0,06018559;-0,34154512;-0,05766752;-0,30197472;-0,08161839;-0,29861369;-0,04982391;-0,31132836;0,19769374;-0,32822392;0,19815578;-0,26449083;0,19154471;-0,25729925;0,11749757;-0,41020712;0,24558994;-0,48755374;0,31285071;-0,44505744;0,27011242;-0,42934569;0,35625549;-0,51339352;0,41744097;-0,51846760;0,42804255;-0,51801728;0,42607410;-0,53615590;0,43952376;-0,87091015;0,49144228;-0,74593219;0,58853346;-0,83526438;0,47267040;-0,76118282;0,60546623;0,22899072;0,01623358;-0,05523214;-0,08992398;0,78493042;0,22034250;0,47107394;0,20510414;-0,09402620;-0,02529377;-0,54615635;-0,21914961;0,86263169;0,50583256;0,42224715;0,14811829;-0,16783148;-0,04564348;-0,16409745;-0,04403472;-0,10627187;-0,02846048;-0,10457077;-0,02940815;0,10112589;0,05347320;0,16174185;0,04749399;0,17389772;0,09014746;0,12156601;0,03701749;0,11299796;0,15309894;0,19462966;0,05439402;-0,10540640;0,24749139;-0,06405289;0,18487645;0,54442892;-0,11063870;0,77576181;-0,27465467;0,22292002;0,08412297;0,43106453;-0,15499523;0,28891358;-0,28106421;0,29276528;-0,28971819;0,28319562;-0,27230463;0,28800738;-0,24938582;0,98995161;-0,14140652;0,83709594;-0,39749992;0,91397082;-0,11669910;0,85582959;-0,42159783;-0,49073800;-0,40803535;-0,69726852;-0,71681002;0,02779149;0,22118880;-0,18435695;-0,16538029;0,07734921;0,09463418;-0,02851333;-0,26526702;0,16605558;0,79745353;0,25858195;0,35162444;0,06661863;-0,12569129;0,08787210;-0,11272861;0,10491961;-0,07153634;0,03059134;-0,13323579;-0,06345337;-0,29390296;-0,15805436;-0,23462725;-0,05708649;-0,24204103;-0,16973174;-0,25539739
C2;100;22/12/2024  17:45;3,73150177;6,06545054;10,14023596;12,18440863;14,27258651;0,01270074;0,00720230;0,00992185;0,00342686;0,00557904;0,28979871;0,02958696;0,37794845;0,03730002;0,11787080;0,01170780;0,21404907;0,04095259;0,73752923;0,30105317;0,97983019;0,19983194;0,28606312;0,05887675;0,55442625;0,05831594;-0,10403768;-0,00976172;-0,10605069;-0,01023880;-0,11094617;-0,01075027;-0,07979485;-0,00746570;-0,21816078;-0,08390434;-0,34346287;-0,03624970;-0,30502522;-0,06190278;-0,30056235;-0,03248083;0,29298204;-0,23946680;0,30941527;-0,24197816;0,23600306;-0,22682778;0,24432794;-0,15179543;0,43062782;-0,13588376;0,46795620;-0,31450398;0,40403929;-0,31131167;0,38220981;-0,38224037;0,46199835;-0,47484596;0,46651929;-0,47854426;0,46524464;-0,47751417;0,47781350;-0,49580474;0,93921722;-0,34332349;0,66943399;-0,68128488;0,77904451;-0,57127018;0,68925656;-0,69471433;0,51133969;0,02564513;0,41330741;-0,16584433;0,64564978;0,32441834;0,52524539;0,29557476;-0,36449623;-0,45028965;-0,86114557;-0,50835844;-0,03125471;0,32503854;-0,30921968;0,11628045;-0,22784982;-0,11963185;-0,23766166;-0,12900984;-0,19316498;-0,09591532;-0,15448903;-0,08806095;-0,42402883;-0,48798702;-0,55897889;-0,08806431;-0,51190268;-0,21755635;-0,60525676;-0,10084464;0,03795078;-0,00794331;0,07370645;-0,15285263;-0,10629684;0,19606317;-0,07837424;0,07601134;0,48505733;0,24963342;0,80241668;-0,17099251;0,27119070;0,13337251;0,46544771;-0,11048664;0,30633349;-0,27894275;0,30416052;-0,28802914;0,30241806;-0,26726726;0,30215603;-0,27023116;0,92600026;0,37752288;0,82355676;-0,42725949;0,91007106;-0,14021927;0,84834529;-0,45328340;0,51855253;0,41305347;0,71769124;0,69636146;-0,00144513;-0,19611940;0,19986995;0,19001060;0,00457137;-0,13818330;-0,03101537;0,26330811;-0,17019223;-0,75968316;-0,26212308;-0,32876456;-0,10743434;0,14282466;-0,12962051;0,12778678;-0,14377774;0,09208334;-0,06918156;0,15195081;-0,12126410;0,26588315;0,15731084;0,22779477;0,05934332;0,23858729;0,16990399;0,24756387
C2;100;22/12/2024  18:00;3,72117104;6,06419337;8,37292901;12,16090641;14,24017510;0,01318288;0,00799138;0,00399110;0,00385034;0,00343537;0,29207075;0,02253953;0,37831613;0,04771818;0,11879499;0,00894583;0,21643945;0,03611716;0,71339866;0,35181148;0,98422739;0,17690802;0,28743990;0,05280285;0,55588209;0,04671324;-0,10501557;-0,00775469;-0,10747723;-0,00839112;-0,11252413;-0,00901847;-0,08077079;-0,00566854;-0,21017986;-0,10342294;-0,34519572;-0,02812389;-0,30792427;-0,05503594;-0,30172562;-0,02478580;0,25595187;-0,25878985;0,32456313;-0,20822158;0,19503137;-0,24998066;0,21343996;-0,18143494;0,44624670;-0,09492280;0,46985913;-0,33457012;0,36558689;-0,36088827;0,35276987;-0,41628793;0,43837318;-0,49749746;0,45210418;-0,49688118;0,44175810;-0,50800683;0,45313379;-0,51970664;0,97703271;-0,21308937;0,65455663;-0,70608005;0,75709446;-0,60294620;0,66527308;-0,72223087;-0,11410145;-0,00194299;0,05002513;0,17564287;-0,68178074;-0,17820354;-0,34863871;-0,16968203;-0,01531996;-0,01164414;0,36423207;0,20893464;-0,88172001;-0,47177306;-0,48914237;-0,13024712;0,11818857;0,02096859;0,11242002;0,01847077;0,05944097;0,00190788;0,06734861;0,00936544;-0,08701703;-0,18060942;-0,21925471;-0,06066828;-0,22963072;-0,12569315;-0,18998998;-0,04898742;-0,18078842;0,04545951;0,03945131;0,22416218;-0,24704250;0,22131126;-0,27877079;0,06495269;0,45188271;0,48345519;0,99132313;-0,13144753;0,22546128;0,10763924;0,49709103;-0,12680988;0,32793397;-0,25760148;0,33815642;-0,26684458;0,33002717;-0,24673310;0,30399354;-0,23264687;0,72304713;0,64849940;0,77564780;-0,44387400;0,87081976;-0,17137429;0,81233626;-0,46837603;-0,54744225;-0,22301492;-0,54458127;-0,81717233;0,07592022;0,38436587;-0,23934944;-0,01465811;0,02496358;0,12299192;0,01573567;-0,46575904;0,23622019;0,97169955;0,31878679;0,37823892;0,02674992;-0,21141127;0,06033089;-0,19819904;0,07666040;-0,15048207;-0,00672156;-0,19512843;0,25701343;-0,24896661;-0,19478111;-0,25426127;-0,08307069;-0,26833376;-0,21260540;-0,28446367
C2;100;22/12/2024  18:15;3,73103437;6,07018447;9,43011575;13,10741083;14,21812756;0,01442138;0,00723405;0,00476908;0,00841554;0,00652144;-0,03694298;0,28766959;-0,14546237;0,34756418;-0,01568713;0,11630110;-0,04718714;0,21294682;-0,38746490;0,69400836;-0,22610406;0,97410315;-0,06706108;0,28441985;-0,07443039;0,55271701;0,01274217;-0,10368818;0,03877243;-0,09851209;0,01402306;-0,11072626;0,00967732;-0,07901161;0,11323481;-0,20338385;0,04638421;-0,34268927;0,07087047;-0,30397327;0,03941557;-0,30014662;0,25269445;-0,26546634;0,36004658;-0,12096894;0,21237415;-0,25413326;0,22197626;-0,18196617;0,41358157;-0,11270649;0,40499045;-0,33312432;0,35687159;-0,36340946;0,32439623;-0,41404889;0,40182293;-0,51033538;0,58232765;-0,28903393;0,40629898;-0,51704671;0,41871009;-0,53421156;0,96144929;-0,27498229;0,60154773;-0,74426844;0,71561652;-0,65161578;0,61813185;-0,76542179;-0,02811204;0,24868878;-0,32134360;0,08800896;-0,27329242;0,30889624;-0,18927692;0,27979641;0,56658687;-0,59645295;0,19478267;-0,89482794;-0,30566416;-0,84930735;-0,32554498;-0,83751271;-0,01219580;-0,21225152;0,21358084;-0,15115619;-0,02737263;-0,20080140;-0,03070394;-0,17642259;0,58538085;-0,81075845;-0,33767662;-0,87503916;-0,12511764;-0,96448728;-0,34704780;-0,91626986;0,72879004;0,25340766;0,27209978;0,96226904;0,25752920;0,10369162;0,45108789;0,35121669;0,02731714;-0,32228677;-0,28831409;-0,23760675;-0,13189170;-0,09137223;-0,23323959;-0,07669827;-0,29312053;-0,10318173;-0,10310306;-0,29540031;-0,31539378;-0,10856082;-0,23532425;-0,08009083;-0,00317146;0,14965958;0,18525360;0,05637925;0,14379470;0,10422427;0,17218055;0,05031507;0,66461132;0,29538630;-0,06116301;0,99812779;-0,09582074;-0,10128944;0,24196187;0,19058975;0,03473772;-0,15094067;0,09300396;0,19077483;-0,48607833;-0,62339132;-0,39621281;-0,21220014;-0,07956944;0,08366169;-0,08188647;-0,01220802;-0,13779872;0,05229384;-0,04320554;0,09331933;-0,12514050;0,27739751;0,25248835;0,15455178;0,16096907;0,20469139;0,27381866;0,16735380
C2;100;22/12/2024  18:30;3,72377116;6,06267773;8,31064393;12,16299639;14,15635708;0,01217753;0,00693121;0,00372434;0,00602093;0,00449148;-0,28960282;-0,01370368;-0,29119972;-0,23456203;-0,11705381;-0,01710893;-0,21478985;-0,02989772;-0,72427291;-0,33009199;-0,98932498;-0,14572604;-0,29013177;-0,04437766;-0,55784740;-0,02813796;0,10426487;0,00476636;0,08783717;0,05979510;0,11150996;0,00529549;0,07950327;0,00363954;0,21251963;0,09636970;0,34537132;0,01758429;0,30908695;0,04632302;0,30227348;0,01556409;0,21099654;-0,28751076;0,36435034;0,02070908;0,22929577;-0,22558856;0,19211248;-0,18999534;0,45053872;-0,16046808;0,41799094;-0,42259147;0,36103575;-0,38210269;0,32839063;-0,45851941;0,37810165;-0,55990965;0,66963797;-0,05443981;0,38379423;-0,56753848;0,39005476;-0,58386004;0,93360169;-0,35831254;0,53356757;-0,79216834;0,65256989;-0,71241495;0,54499229;-0,81653300;0,08275912;-0,00273859;0,02365112;-0,20193658;0,69161950;0,28905870;0,37668535;0,14654561;-0,04358532;-0,05809843;-0,53003461;-0,23238660;0,91641395;0,40023178;0,43590629;0,08496912;-0,15337897;-0,01744477;-0,02455013;-0,15410950;-0,09281208;-0,00627116;-0,10796121;-0,01332357;0,05096389;0,07408174;0,13711253;0,03052210;0,15592330;0,06782168;0,09702933;0,02515199;0,34997964;-0,06740973;-0,15030558;0,32361975;0,38876568;-0,00640285;0,40611403;0,01945628;-0,29378908;-0,58131316;-0,98758666;-0,15707509;-0,14905351;-0,10884354;-0,48623554;0,01753649;-0,40513558;0,06226110;0,04070195;-0,41933561;-0,39993663;0,05821860;-0,35997411;0,05330738;-0,33891512;-0,75895076;-0,72701468;0,04367172;-0,71064103;-0,18427395;-0,76805121;0,06046902;0,01980892;-0,49780960;0,66616356;0,58392566;0,01215617;0,38283197;0,10631555;-0,04942592;-0,05182387;-0,01741547;0,01146690;-0,47391616;-0,11706346;0,99312444;0,10670337;0,47698660;-0,08967973;-0,10390735;0,11994905;-0,01948408;-0,07392596;-0,02920703;-0,07948309;-0,10601057;0,33008701;-0,11933594;-0,06663159;-0,31405956;0,04693128;-0,27169613;-0,07874855;-0,34930073
C2;100;22/12/2024  18:45;3,73223831;6,05610161;8,28161329;12,13994353;14,16117246;0,01276869;0,00813343;0,00213272;0,00538652;0,00482549;0,03046588;-0,28802750;0,25827449;-0,26935068;0,02323189;-0,11527004;0,04272254;-0,21226482;0,37247354;-0,70354029;0,20362764;-0,97904841;0,06056474;-0,28683496;0,06172721;-0,55477208;-0,01068218;0,10246244;-0,07276824;0,07602341;-0,01109978;0,11076878;-0,00729567;0,07864710;-0,10923826;0,20589476;-0,03885297;0,34364204;-0,06408621;0,30534723;-0,03259221;0,30152302;-0,28833131;0,23648166;-0,34301578;-0,11894903;-0,27665593;0,16601994;-0,23723282;0,14119139;-0,50975597;0,08070574;-0,52632941;0,35897738;-0,44478077;0,30671969;-0,42940290;0,40063511;-0,49505584;0,46343402;-0,64506811;-0,20965626;-0,50147852;0,47029402;-0,51503037;0,47933673;-0,99127838;0,13178458;-0,70765122;0,64219945;-0,80154230;0,53346537;-0,72996177;0,66299200;0,00666188;0,09140202;0,19704285;0,06885981;-0,34223990;0,68712874;-0,16963899;0,38353125;0,07538642;-0,04867375;0,27590937;-0,53617935;-0,45864904;0,88861750;-0,11167773;0,42697453;0,03043449;-0,14344941;0,14464033;0,01756480;0,01304481;-0,07752013;0,01467121;-0,09579078;-0,05593613;0,06343496;-0,01985566;0,11973150;-0,05609669;0,14316446;-0,00687997;0,07779694;-0,17927480;-0,00622042;0,12922030;-0,17124842;-0,29855648;0,00660314;-0,25872703;-0,03043853;0,23297656;0,60974326;0,95556340;0,21964929;0,20011617;0,18414586;0,52470265;0,04265259;0,33442691;-0,09857342;-0,09882965;0,36106681;0,32603435;-0,09283997;0,30361743;-0,09607919;0,35482057;0,93493442;0,90273510;-0,01117771;0,86371790;0,27237916;0,94339252;-0,02479752;0,13541047;0,49323306;-0,77458780;-0,50982307;-0,01063637;-0,36028668;-0,03159863;0,08877123;0,05910409;-0,02739826;-0,00674389;0,43869617;0,01453072;-0,99989442;-0,17710638;-0,47319983;0,05143798;0,07887827;-0,06976715;-0,03577800;0,02244160;0,00630630;0,04926463;0,08044252;-0,30735063;0,17193213;0,11984664;0,30883504;0,00287086;0,28441946;0,13316331;0,33941749
C2;100;22/12/2024  19:00;3,72631292;6,06522735;8,31060999;12,14206641;14,16240465;0,01469189;0,00780385;0,00391577;0,00506924;0,00578610;0,28948750;0,01209947;0,26114168;0,26535886;0,11746682;0,01663596;0,21526035;0,02880260;0,72373926;0,32912773;0,98940666;0,14517047;0,29001297;0,04419634;0,55747695;0,02896678;-0,10430209;-0,00362200;-0,07393035;-0,07483775;-0,11107569;-0,00449449;-0,08013457;-0,00247188;-0,21246384;-0,09636093;-0,34531779;-0,01760947;-0,30955782;-0,04559887;-0,30240913;-0,01505525;0,26677454;-0,26452126;0,33594639;0,14178905;0,25350852;-0,19436428;0,23164334;-0,17064790;0,44473701;-0,11182916;0,44301448;-0,36780757;0,38612220;-0,33643240;0,36263969;-0,40927281;0,43408139;-0,49380671;0,61873640;0,24026623;0,43640533;-0,50277377;0,45250417;-0,52071005;0,97345575;-0,22887531;0,64041865;-0,71196058;0,74681195;-0,60908493;0,66010964;-0,72997385;-0,06054610;0,01615804;-0,15067608;0,16303282;-0,59930894;-0,41953290;-0,31878008;-0,19456596;0,04198149;0,03149479;0,43878422;0,31128101;-0,79772720;-0,60301850;-0,42006157;-0,19695687;0,12856122;0,04381133;-0,07133328;0,13292943;0,07740064;0,01238167;0,08959970;0,02709272;-0,04487397;-0,06850387;-0,11884806;-0,04070400;-0,13452075;-0,07835223;-0,07944033;-0,02060415;-0,19506984;0,05203488;0,16996886;-0,15944480;-0,37953671;-0,00355662;-0,30757382;-0,01166746;0,28119107;0,55640623;0,98647723;0,16389838;0,08787833;0,06855045;0,44204852;-0,02487918;0,32022651;-0,10371905;-0,20418460;0,32006887;0,30122426;-0,09934247;0,28578443;-0,09893954;0,43357288;0,78828480;0,78875885;-0,13414760;0,79318372;0,12223970;0,83171794;-0,14824122;-0,12138467;-0,51695129;0,57118178;0,76716836;0,06814269;0,34203409;0,07256323;-0,10617673;-0,07654287;0,01746088;-0,06329998;-0,42262722;0,07147926;0,99744209;0,20563460;0,46854566;-0,08181657;-0,05549129;0,06608390;0,02530430;-0,05075581;0,01659916;-0,07852976;-0,05847879;0,30413935;-0,19532204;-0,14088104;-0,31546946;-0,01826890;-0,29540161;-0,15889858;-0,34580376
C2;100;22/12/2024  19:15;3,72531874;6,06168707;8,31327744;12,17200555;14,24621915;0,01252286;0,00807781;0,00418934;0,00305609;0,00344734;-0,03078719;0,28953492;-0,28213719;0,24361440;-0,02346103;0,11633979;-0,04199612;0,21479440;-0,37198950;0,70407242;-0,20357071;0,97906025;-0,06010524;0,28713193;-0,06140719;0,55428331;0,01083993;-0,10426729;0,07957973;-0,06972673;0,01103163;-0,11178551;0,00792659;-0,07995631;0,10931047;-0,20658142;0,03852217;-0,34479780;0,06427625;-0,30627774;0,03357206;-0,30130775;0,26470945;-0,26519267;0,31954420;0,14614412;0,23094516;-0,22198970;0,21656192;-0,18398876;0,46881627;-0,08406462;0,49688517;-0,32442324;0,38489859;-0,34320535;0,37158221;-0,40741259;0,45044153;-0,48146319;0,60788110;0,25503879;0,45181429;-0,49241183;0,46813801;-0,51011298;0,98048101;-0,19661382;0,66439507;-0,68813115;0,76844807;-0,58843981;0,67839577;-0,71391423;-0,03770781;-0,16498766;-0,10051452;-0,03896005;0,30954569;-0,69805460;0,14315218;-0,42945518;-0,04415658;0,04003385;-0,22265972;0,46834085;0,44760685;-0,89423046;0,11693946;-0,45957093;-0,01257458;0,13920526;-0,11937157;-0,04688706;-0,00164268;0,07985802;-0,01004254;0,08688636;0,15862048;-0,08446034;0,05115075;-0,21709546;0,10959354;-0,23229979;0,04255658;-0,18080825;0,13065659;0,09327801;-0,07874953;-0,04857292;-0,20619369;0,14148563;-0,06993643;0,13572265;0,28197313;0,47326853;0,86280112;0,03868042;0,19323074;0,17916225;0,47211393;0,00560152;0,32496993;-0,22214320;-0,15814772;0,42956240;0,30993321;-0,20836046;0,31755412;-0,19564277;0,50135707;0,86524048;0,91520840;-0,17396629;0,91500716;0,13292203;0,94414389;-0,19104232;-0,46038724;-0,39118546;0,80576017;0,59224197;-0,10419799;0,22531554;-0,19529352;-0,14841242;-0,04381161;0,11037465;0,06824867;-0,29972516;0,05360494;0,79710796;0,20674986;0,36613221;0,09888508;-0,15870202;-0,06607688;0,14419913;0,13417464;-0,09966805;0,06396369;-0,16284221;0,24518808;-0,15720286;-0,11571237;-0,24107674;-0,02067549;-0,23642871;-0,12715515;-0,26620819
A3;100;31/12/2024  11:00;3,77025446;6,15771168;8,53721084;12,85218011;14,40550961;0,01293229;0,02297910;0,00659851;0,01138381;0,00259133;0,14450566;-0,25724752;0,08608184;-0,37635389;0,11688215;-0,02339633;0,14025779;-0,17089341;0,18296916;-0,78001854;0,31998960;-0,94742106;0,06814030;-0,28514463;0,12764151;-0,54310280;-0,05169810;0,09442558;-0,02409115;0,10720939;-0,11030869;0,02336809;-0,04870706;0,06585648;-0,03189346;0,23701463;-0,07939337;0,34066432;-0,07191138;0,30801100;-0,06926107;0,29843873;-0,39579445;0,11123906;-0,31944243;0,30981080;-0,12692931;-0,32718982;-0,34054105;0,01871446;-0,38334037;0,28840404;-0,51003874;0,27514877;-0,42448313;0,35186954;-0,45072331;0,36067513;-0,63195980;0,17660394;-0,48986301;0,44604173;-0,28642091;-0,58889600;-0,67933870;0,03288500;-0,62479206;0,78079119;-0,69331900;0,64435683;-0,70593732;0,64412427;-0,71490008;0,66102815;0,18657319;-0,04351037;-0,27630393;0,00001475;-0,51059442;0,58382962;0,26129256;0,18952840;-0,04810419;0,00129022;-0,54491030;0,01312884;0,96968365;-0,24436372;0,44532648;-0,11961218;-0,15652145;-0,02327479;-0,10663052;0,04893851;0,06643479;-0,08698996;-0,07015920;-0,02600816;0,07778950;-0,04855273;0,13501440;-0,03565629;0,16995733;-0,04679028;0,09751396;-0,02718916;0,74347150;-0,11610277;0,42647144;-0,90450103;-0,23996993;0,08964025;0,48343885;0,22943045;-0,15153163;0,30884856;-0,27948304;0,27248202;-0,06924127;0,15839056;-0,11078713;0,23490596;-0,27656229;0,03646813;-0,13169787;0,26176544;0,27058205;-0,10569758;-0,20268037;-0,06745405;0,00757004;-0,16446138;0,07922282;-0,19231297;0,07332971;-0,17736334;0,07109834;-0,17952538;0,06163760;0,33711015;0,51813664;0,43121953;-0,30881376;0,32407101;0,08599913;0,06542597;-0,05992558;0,00188031;0,05672788;0,47999027;-0,60184452;-0,79861328;-0,31993328;-0,37104148;-0,12442827;0,15034185;0,06213932;0,17814433;0,12012118;-0,05844525;-0,14091888;0,08497415;0,24424681;0,17378005;0,15619269;0,21196920;0,12726172;0,17998601;0,17865049;0,24843334
A3;100;31/12/2024  11:15;3,77156009;6,15043681;8,52490322;12,83088929;14,41271716;0,01277409;0,02241091;0,00393789;0,01294069;0,00343482;-0,14283073;0,25801795;-0,08428480;0,37582201;-0,11703894;0,02524874;-0,16118908;0,14991448;-0,17996349;0,78057293;-0,31554336;0,94891116;-0,06732515;0,28613805;-0,12525233;0,54400852;0,05171672;-0,09354234;0,02360840;-0,10801329;0,11051537;-0,02361999;0,05562732;-0,06046683;0,02996444;-0,23649553;0,07821434;-0,34097281;0,07086404;-0,30801580;0,06766204;-0,29837818;0,15235052;0,37840184;0,31133250;0,28878629;-0,30110472;0,16292166;-0,03699883;0,29994989;0,33846247;0,35007224;0,33820651;0,47199056;0,39707755;0,38241948;0,40576911;0,40065013;0,24970849;0,60686392;0,50139132;0,43814455;-0,55880986;0,35906898;-0,00872867;0,68733531;0,84452278;0,53551963;0,71257577;0,62501477;0,71583433;0,62868744;0,73012846;0,63904429;-0,06420609;-0,09440787;0,19888944;0,13021764;0,77326647;-0,07840968;0,11591423;-0,41260111;0,03315379;0,06495842;0,39335688;0,39283011;-0,89051100;-0,45496172;-0,41681111;-0,18261828;0,07246982;0,12185817;0,11912505;0,04383267;-0,10073015;0,01779531;-0,00424091;0,08964258;-0,10408387;-0,03493629;-0,13508718;-0,07953679;-0,15841690;-0,09290986;-0,10027502;-0,05694233;-0,74879914;-0,00895375;-0,57071845;0,82114581;0,24767092;-0,04807166;-0,25128652;-0,47241163;0,20108846;-0,28028159;0,32119858;-0,22218464;0,09465420;-0,14744763;0,14864838;-0,21484403;0,27749848;0,01147337;0,17445142;-0,23394005;-0,28172195;0,05940028;0,13480791;0,16248786;-0,03213257;0,16417052;-0,10831637;0,18082527;-0,10022090;0,16673321;-0,09869305;0,16934617;0,05111921;-0,34787220;-0,60180320;-0,44732206;0,10125633;-0,40216480;-0,01469846;0,01488459;0,05474971;0,01145978;-0,23017481;-0,39937635;0,82124693;0,57057293;0,41711453;0,27077242;0,00931439;-0,15006393;-0,11225762;-0,06752352;-0,02453773;0,09459732;0,11143183;-0,08223117;-0,27372780;-0,07002259;-0,20202901;-0,14157156;-0,16783988;-0,11825631;-0,23507132;-0,16300999
A3;100;31/12/2024  11:30;3,76959125;6,18675165;8,50820037;12,82947181;14,39967588;0,01220594;0,02149633;0,00535387;0,01158144;0,00298540;0,14276699;-0,25842848;0,08324799;-0,37719278;0,11685317;-0,02482341;0,19193288;-0,10792166;0,17731443;-0,78094083;0,31235527;-0,94996536;0,06599453;-0,28585825;0,12256896;-0,54385050;-0,05119035;0,09399967;-0,02341104;0,10770317;-0,11035126;0,02343316;-0,07052714;0,04144867;-0,03049730;0,23623123;-0,07694197;0,34112206;-0,06986024;0,30788728;-0,06675804;0,29895728;-0,36996959;0,12730510;-0,29559782;0,27942514;-0,15504529;-0,30614395;-0,25571502;-0,15369804;-0,34523559;0,31407501;-0,46068605;0,30601863;-0,38596766;0,39247424;-0,40831791;0,40130633;-0,60613098;0,23448601;-0,43933037;0,49084199;-0,33397579;-0,56913062;-0,58540346;-0,33947721;-0,55848977;0,82951141;-0,63955749;0,69486683;-0,65348068;0,69909516;-0,65545929;0,71075173;0,07650458;0,02995773;-0,29250788;-0,00857382;-0,57860090;0,47979312;-0,06979375;0,40421647;-0,06328314;-0,01368118;-0,54255640;-0,08184214;0,99697923;-0,07766862;0,45133156;-0,04714347;-0,11638999;-0,04411067;-0,09956616;0,03462042;0,05590199;-0,07482883;0,00198287;-0,08855118;0,11422870;-0,03162170;0,16671101;-0,00882622;0,19321501;-0,00437921;0,12659936;-0,00517654;0,74946775;0,02985626;0,59452032;-0,80408059;-0,25056401;0,04244745;-0,17827001;0,50307605;-0,20983397;0,27476759;-0,32817650;0,21439213;-0,09988826;0,14349788;-0,15563178;0,21033235;-0,27833963;-0,01908795;-0,18137167;0,22992862;0,28493382;-0,05231192;0,06578924;-0,20015859;0,03751551;-0,16127887;0,11409723;-0,17530707;0,10527952;-0,16129617;0,10383703;-0,16437872;0,02086895;-0,31720395;-0,57484042;-0,39378539;0,12362943;-0,41909629;-0,02879662;-0,04775961;0,04900176;-0,01934968;-0,21918864;-0,43991718;0,81328857;0,58186055;0,41305763;0,26011360;0,02576900;-0,16307277;-0,11983567;-0,09200538;-0,03845084;0,10875674;0,11596534;0,10277657;-0,26210891;-0,07360599;-0,19136737;-0,13872212;-0,15643242;-0,11085607;-0,22109468;-0,15996030
