Cuadricula;Peso;Fecha;f0;f1;f2;f3;x0;x1;x2;x3;phi_re_0_0;phi_im_0_0;phi_re_0_1;phi_im_0_1;phi_re_0_2;phi_im_0_2;phi_re_0_3;phi_im_0_3;phi_re_0_4;phi_im_0_4;phi_re_0_5;phi_im_0_5;phi_re_0_6;phi_im_0_6;phi_re_0_7;phi_im_0_7;phi_re_0_8;phi_im_0_8;phi_re_0_9;phi_im_0_9;phi_re_0_10;phi_im_0_10;phi_re_0_11;phi_im_0_11;phi_re_0_12;phi_im_0_12;phi_re_0_13;phi_im_0_13;phi_re_0_14;phi_im_0_14;phi_re_0_15;phi_im_0_15;phi_re_1_0;phi_im_1_0;phi_re_1_1;phi_im_1_1;phi_re_1_2;phi_im_1_2;phi_re_1_3;phi_im_1_3;phi_re_1_4;phi_im_1_4;phi_re_1_5;phi_im_1_5;phi_re_1_6;phi_im_1_6;phi_re_1_7;phi_im_1_7;phi_re_1_8;phi_im_1_8;phi_re_1_9;phi_im_1_9;phi_re_1_10;phi_im_1_10;phi_re_1_11;phi_im_1_11;phi_re_1_12;phi_im_1_12;phi_re_1_13;phi_im_1_13;phi_re_1_14;phi_im_1_14;phi_re_1_15;phi_im_1_15;phi_re_2_0;phi_im_2_0;phi_re_2_1;phi_im_2_1;phi_re_2_2;phi_im_2_2;phi_re_2_3;phi_im_2_3;phi_re_2_4;phi_im_2_4;phi_re_2_5;phi_im_2_5;phi_re_2_6;phi_im_2_6;phi_re_2_7;phi_im_2_7;phi_re_2_8;phi_im_2_8;phi_re_2_9;phi_im_2_9;phi_re_2_10;phi_im_2_10;phi_re_2_11;phi_im_2_11;phi_re_2_12;phi_im_2_12;phi_re_2_13;phi_im_2_13;phi_re_2_14;phi_im_2_14;phi_re_2_15;phi_im_2_15;phi_re_3_0;phi_im_3_0;phi_re_3_1;phi_im_3_1;phi_re_3_2;phi_im_3_2;phi_re_3_3;phi_im_3_3;phi_re_3_4;phi_im_3_4;phi_re_3_5;phi_im_3_5;phi_re_3_6;phi_im_3_6;phi_re_3_7;phi_im_3_7;phi_re_3_8;phi_im_3_8;phi_re_3_9;phi_im_3_9;phi_re_3_10;phi_im_3_10;phi_re_3_11;phi_im_3_11;phi_re_3_12;phi_im_3_12;phi_re_3_13;phi_im_3_13;phi_re_3_14;phi_im_3_14;phi_re_3_15;phi_im_3_15
B3;100;01/01/2025  20:30;3,76731965;6,13563482;9,25857631;12,93421674;0,01336329;0,02053228;0,00237558;0,00993936;0,28640270;0,07193694;0,37439339;0,09284841;0,11912536;0,01853322;0,22024055;0,03308327;0,77461271;0,19727233;0,96898817;0,24710713;0,28841640;0,04663148;0,55123461;0,08639642;-0,10689763;-0,01599237;-0,10983287;-0,01605542;-0,11416773;-0,01646880;-0,08252364;-0,01167693;-0,23608585;-0,03669307;-0,33799667;-0,08609205;-0,31270123;-0,04900507;-0,30405961;-0,04701106;-0,28647130;0,25813572;-0,31614473;0,22616874;-0,15932717;0,34652559;-0,15819391;0,27205334;-0,40408082;0,28842027;-0,53061741;0,28844174;-0,28682066;0,50180484;-0,36588952;0,46055391;-0,44684849;0,48627461;-0,45184315;0,49182630;-0,44559975;0,50148997;-0,45690717;0,51622585;-0,67699870;0,73598421;-0,73187719;0,59493223;-0,64148596;0,71428427;-0,64876568;0,71433913;0,01728308;-0,09598798;-0,12333227;0,04557166;0,25255079;-0,40891582;0,11101986;-0,21447790;0,33978606;-0,25191459;0,21324290;-0,11554196;0,63114596;-0,77566409;0,46903197;-0,58518561;0,07656553;-0,16854594;0,09090847;-0,15601078;0,09633535;-0,19903787;0,08626058;-0,20001701;0,49489129;-0,64578211;0,61492216;-0,48856299;0,50896182;-0,64240861;0,47920078;-0,62255241;-0,60529615;0,45771481;-0,79382640;0,60814442;-0,16678673;0,23161156;-0,31638618;0,46461663;0,27183009;-0,20311261;0,31712612;-0,22915732;0,08465869;-0,13576951;0,13946454;-0,20952524;0,16780962;-0,23497964;0,17176627;-0,24415467;0,17860729;-0,25396085;0,13109297;-0,18449901;-0,08403370;0,14063397;-0,15975096;0,13182689;-0,10157482;0,16302912;-0,09977123;0,16497846
B3;100;01/01/2025  20:45;3,76946613;6,11939997;8,47095361;12,92818065;0,01130977;0,01936865;0,00666308;0,01078236;-0,28608829;-0,07343823;-0,37283602;-0,09476442;-0,11941701;-0,01892633;-0,21945868;-0,03392260;-0,77386441;-0,20056630;-0,96821995;-0,25010023;-0,28874398;-0,04669614;-0,55076210;-0,08808745;0,10709357;0,01638517;0,10909063;0,01636729;0,11353673;0,01763355;0,08250559;0,01243301;0,23519462;0,03745891;0,33760575;0,08755040;0,31210529;0,05055783;0,30253489;0,04825456;0,30288073;-0,22298703;0,31542536;-0,23144197;0,23699440;-0,24572564;0,21144198;-0,20512649;0,43226419;-0,32975813;0,53611745;-0,40393726;0,39676125;-0,40397134;0,42457963;-0,44495845;0,44461702;-0,49942251;0,44944052;-0,51076802;0,44685153;-0,51100990;0,46469327;-0,52201838;0,68622805;-0,72738646;0,73935935;-0,56730779;0,65502546;-0,68208732;0,65500824;-0,69473084;0,13261424;0,04290866;-0,17495552;-0,04834486;0,79487379;0,05623809;0,44653544;0,03152855;-0,06960149;-0,03188905;-0,55161363;-0,16506192;0,99862231;0,05247363;0,44729900;0,01124639;-0,17363681;0,00485168;-0,17735651;0,01249625;-0,10866956;0,01010967;-0,10941675;0,01499482;0,10084852;-0,00714129;0,14822917;0,02819589;0,17901242;0,00296706;0,10720165;-0,00390540;-0,61522765;0,44451501;-0,80556123;0,59251253;-0,17365162;0,22697756;-0,32686972;0,45716960;0,27667016;-0,19730369;0,32364220;-0,22086491;0,08628087;-0,13551187;0,14402631;-0,20706710;0,17337402;-0,23088453;0,17738866;-0,24009839;0,18419616;-0,24974512;0,13508069;-0,18156815;-0,08340959;0,14125314;-0,15979908;0,13151764;-0,10244811;0,16298743;-0,09993389;0,16506022
B3;100;01/01/2025  21:00;3,77026374;6,13955026;8,87726087;12,06664388;0,01205497;0,02141843;0,00374615;0,00385402;0,28630164;0,07311821;0,37362073;0,09405437;0,11884957;0,01875193;0,21998942;0,03330677;0,77470415;0,19874818;0,96857419;0,24872483;0,28907489;0,04704403;0,55096460;0,08713810;-0,10620562;-0,01608047;-0,10877938;-0,01706980;-0,11412658;-0,01738604;-0,08215360;-0,01219714;-0,23541479;-0,03689478;-0,33847880;-0,08643605;-0,31224255;-0,04920585;-0,30287890;-0,04673955;-0,28031704;0,27513534;-0,33134480;0,24811093;-0,12923350;0,33983578;-0,14279262;0,26943788;-0,39090881;0,27798095;-0,52945956;0,27514819;-0,25469489;0,48720686;-0,33912112;0,44904947;-0,44985605;0,48728694;-0,45544674;0,49192632;-0,44621513;0,49497986;-0,46102316;0,51336558;-0,67533965;0,73750686;-0,73267098;0,60011821;-0,63856165;0,71189779;-0,65870515;0,71923093;0,06420492;-0,09622439;-0,14915331;0,07510426;0,41289589;-0,50309755;0,21514684;-0,27749324;0,12506040;-0,08806498;-0,15194149;0,13930353;0,65859025;-0,75250175;0,38317833;-0,44129673;-0,00861972;-0,00127135;-0,00393558;0,00427334;0,02303998;-0,04363802;0,01450989;-0,03872210;0,27019307;-0,29915509;0,34254319;-0,23638925;0,30063054;-0,32911192;0,26817848;-0,29245277;0,29840565;-0,12445432;0,23975634;-0,12897541;0,41315810;-0,23037156;0,36636038;-0,23255498;-0,63841623;0,06801748;-0,99323276;0,11614080;-0,10976371;-0,01254837;-0,41061153;0,14329805;-0,56337321;0,22680035;-0,56991868;0,24942762;-0,54891435;0,22252292;-0,51444646;0,20127237;-0,78917443;0,24960009;-0,72840137;-0,01655388;-0,70805358;0,20855524;-0,74339972;0,23251723
C3;100;02/01/2025  21:45;3,78541417;6,14643646;8,86705905;12,00397532;0,01311141;0,02687799;0,00443941;0,00409056;-0,24169062;0,16134100;-0,15023605;0,35138571;-0,02650415;0,11687383;-0,12347014;0,18225073;-0,17618622;0,77996720;-0,21973480;0,97555964;-0,11855130;0,26697770;-0,17301148;0,52828883;0,08770670;-0,05933781;0,04344139;-0,10114596;0,02385042;-0,11141996;0,03891554;-0,07294008;0,05264530;-0,23312310;0,07675809;-0,34129199;0,09936634;-0,30090992;0,09493214;-0,29107939;-0,34466191;-0,10967904;-0,33249702;0,19678723;-0,17991194;0,30701506;-0,28498870;0,12197460;-0,32282398;0,33937690;-0,41350642;0,37831141;-0,43582145;0,33878311;-0,41777548;0,38093854;-0,60380870;-0,22643935;-0,56201275;0,36094267;-0,41879937;0,52194034;-0,62367275;0,28551121;-0,64550740;0,76375402;-0,59943139;0,72424862;-0,72167946;0,62807809;-0,72497160;0,63657740;0,00638974;-0,05744073;0,14121479;0,06991496;-0,58066238;-0,05401267;-0,23580874;-0,22311564;-0,21100669;0,01015006;0,11000857;0,05571817;-0,89212062;-0,45179730;-0,59115878;-0,16026442;0,02445979;0,03674274;0,00409212;-0,00870093;-0,04107963;-0,02957426;0,00192094;-0,05584396;-0,43170349;-0,02177090;-0,43934934;-0,02989225;-0,44715269;-0,13686360;-0,40106906;-0,11880985;0,15592610;0,20600158;0,17631443;-0,16267138;-0,07286542;-0,45891357;0,38797931;-0,17741931;0,01844136;0,62370436;0,06143426;0,99811113;-0,08833962;0,01282665;-0,13569575;0,38375382;-0,46680665;-0,41269667;-0,27787943;0,55543918;0,10070760;0,59635719;-0,39055088;0,40815296;0,06187656;0,80941160;0,05946073;0,71377081;-0,16188363;0,69590201;-0,16313934;0,74798755
C3;100;02/01/2025  22:00;3,78175604;6,15712947;9,75265291;12,02338126;0,01304512;0,02795352;0,00282389;0,00352261;-0,24182695;0,16238172;-0,15151778;0,35200958;-0,02593832;0,11725030;-0,12375612;0,18240992;-0,17886711;0,78036445;-0,22366872;0,97466523;-0,11813069;0,26700713;-0,17472475;0,52894144;0,08874219;-0,05919926;0,04324167;-0,10155090;0,02403754;-0,11271825;0,04106104;-0,07215327;0,05329873;-0,23413027;0,07752192;-0,34165939;0,09996505;-0,30044243;0,09647597;-0,29128272;0,35622043;0,12501961;0,34473882;-0,16094083;0,24117023;-0,35812993;0,33575258;-0,11523476;0,32501065;-0,35286808;0,38701877;-0,36683548;0,51716930;-0,40489324;0,45189943;-0,42429447;0,59265424;0,23911085;0,56441056;-0,34175089;0,43463012;-0,50182440;0,63815405;-0,21623884;0,67137156;-0,74112093;0,64040738;-0,70452916;0,75178090;-0,60539537;0,75399096;-0,60653989;-0,14827142;-0,02003590;-0,05915655;0,03769003;0,33404361;0,38353542;-0,15922708;0,32443289;-0,51244995;-0,35278689;-0,79008334;-0,61299944;-0,13683677;0,03480170;-0,31299114;-0,24699008;0,32581970;-0,18133859;-0,21495871;-0,28847338;-0,29639346;-0,12560756;-0,14444277;-0,32916149;-0,76674611;-0,41064147;-0,68319944;-0,35468121;-0,57645797;-0,50464203;-0,60402094;-0,54077159;0,24605240;0,29922913;0,23685149;-0,31699836;-0,08793205;-0,47783353;0,44450636;-0,21224787;0,06272943;0,64073326;0,12229361;0,99249397;-0,07926268;0,04372434;-0,10504600;0,41037034;-0,50753565;-0,40036257;-0,25625128;0,59350731;0,14845109;0,60268217;-0,40240950;0,40345545;0,10310270;0,72628679;0,08826795;0,63138446;-0,10520287;0,63214781;-0,10632701;0,67513464
C3;100;02/01/2025  22:15;3,77728462;6,11022042;9,63075034;12,02732724;0,01394438;0,02940645;0,00225694;0,00180549;0,17594190;0,23256781;0,35996075;0,13096796;0,11847032;0,01917967;0,18926059;0,11344863;0,78919448;0,13081077;0,98636983;0,16454347;0,27358726;0,10273540;0,53784747;0,14269632;-0,06535414;-0,08521566;-0,10366549;-0,03725950;-0,11362905;-0,01770602;-0,07233767;-0,04254733;-0,23606160;-0,03868564;-0,34585600;-0,05772517;-0,30546919;-0,08181704;-0,29665058;-0,07767147;0,33345854;0,18202962;0,36751121;-0,15503073;0,24989503;-0,29038900;0,30290812;-0,06410198;0,37108929;-0,30111853;0,45669524;-0,33538698;0,51058240;-0,27831566;0,48293528;-0,32934483;0,57732267;0,29321461;0,59792634;-0,26407276;0,47812846;-0,43780205;0,66716772;-0,09001382;0,74391876;-0,66827007;0,70157549;-0,63821995;0,79986181;-0,52795757;0,80900056;-0,53607441;-0,11134625;0,05864271;0,05748883;0,02786367;0,20169483;0,18031575;-0,14492269;0,17665449;-0,59666466;-0,30585603;-0,76764747;-0,48130908;-0,42277696;-0,26316644;-0,51639501;-0,34758134;0,25019709;-0,15603158;-0,25075720;-0,25511957;-0,28614988;-0,10434705;-0,05672954;-0,32212758;-0,88913628;-0,45764253;-0,80968619;-0,41041467;-0,68315518;-0,59263006;-0,70717788;-0,61378991;-0,34679237;-0,05924387;0,12257383;0,32266116;0,27426641;0,40997605;-0,23183445;0,39486640;-0,26710784;-0,58152500;-0,42289606;-0,90617820;0,07078431;-0,06512877;-0,02919225;-0,42365942;0,59743518;0,20488549;0,06916830;-0,64857861;-0,32516212;-0,52662310;0,36248007;-0,43796113;-0,21343902;-0,77256711;-0,17024647;-0,68678289;0,04372926;-0,70923903;0,02961153;-0,75205563
C3;100;02/01/2025  22:30;3,78525895;6,11752836;8,38081590;12,01497119;0,01219569;0,02762354;0,00605189;0,00128302;0,24233178;-0,16141530;0,15185778;-0,35219952;0,02650353;-0,11703664;0,12507303;-0,18133386;0,17763161;-0,78018508;0,22190208;-0,97506896;0,11859751;-0,26567161;0,17454129;-0,52803243;-0,08842633;0,05942380;-0,04354711;0,10108185;-0,02394700;0,11259272;-0,04703310;0,06812622;-0,05297526;0,23291358;-0,07742456;0,34080458;-0,09971125;0,29965165;-0,09566133;0,29094494;0,33698542;0,15411324;0,35641348;-0,19474938;0,24511086;-0,24252983;0,28935111;-0,06165463;0,35194480;-0,33309703;0,43531947;-0,40451249;0,47828928;-0,24350791;0,46997546;-0,32868756;0,59998637;0,26144487;0,57928074;-0,32220365;0,45374692;-0,48605573;0,67049701;-0,13435060;0,69623989;-0,71780918;0,65241099;-0,68149162;0,75961740;-0,57439429;0,77001363;-0,59087491;-0,12748138;0,00106605;0,18464498;-0,12826310;-0,07749304;0,80622100;-0,36124979;0,26660931;-0,03323815;-0,06948034;0,03922444;-0,57349862;-0,55978995;0,82863454;-0,18498409;0,41506298;0,17455372;0,01864359;0,04854183;-0,13615836;-0,04286440;-0,08558424;0,06929237;-0,07228507;0,00452414;0,04110730;0,00357778;0,09574977;-0,02693572;0,12361449;-0,00613078;0,05217813;0,19204843;-0,00885445;-0,10815948;-0,08206573;-0,25055251;-0,36408725;0,21179917;-0,29666126;0,24199104;0,56572352;0,40766822;0,91313012;-0,06671919;0,03353133;0,00864125;0,40194921;-0,58203847;-0,25021922;-0,08693209;0,62800925;0,28725490;0,53600808;-0,41388914;0,43542518;0,29412455;0,88929928;0,25139954;0,80864734;-0,00492109;0,84305650;0,01734466;0,89281607
C3;100;02/01/2025  22:45;3,77799663;6,14450987;8,68914887;12,02258634;0,01201464;0,02901593;0,00657242;0,00290088;0,24235172;-0,16196782;0,15183312;-0,35287929;0,02647888;-0,11772656;0,12381940;-0,18251418;0,17643455;-0,78010901;0,22154970;-0,97514908;0,11839533;-0,26619329;0,17372301;-0,52845332;-0,08901226;0,05981552;-0,04462697;0,10202324;-0,02446651;0,11269507;-0,04668578;0,06880392;-0,05262777;0,23414188;-0,07707258;0,34230850;-0,09928735;0,30082729;-0,09563252;0,29137088;0,33688355;0,14650426;0,37523059;-0,17202471;0,18476626;-0,30740344;0,30120828;-0,10102751;0,30795885;-0,31459737;0,41025271;-0,35366915;0,42632875;-0,32067756;0,41052940;-0,35613171;0,57722441;0,26779203;0,58038484;-0,30990755;0,44709953;-0,47335980;0,65350827;-0,14382660;0,71327544;-0,70088383;0,67201732;-0,67097747;0,77899103;-0,55909270;0,79071565;-0,56461850;-0,02159772;0,08904149;-0,11319765;-0,08081341;0,67018490;0,04283352;0,27806701;0,26905382;0,09274493;0,01477955;-0,28468954;-0,02249636;0,89552443;0,44501236;0,52614640;0,15938007;-0,01106897;-0,10114520;-0,04164707;-0,02662000;-0,00171319;0,05246278;-0,08491887;0,04679971;0,32215842;0,01518824;0,35489588;0,01282024;0,36315161;0,11396158;0,31115096;0,09000199;-0,29681088;-0,21323034;-0,11446446;0,36509012;0,16900521;0,45597298;-0,37809371;0,30512764;-0,16194421;-0,62719138;-0,25576789;-0,96673822;0,08700746;-0,06132740;0,04875693;-0,42442243;0,54601686;0,32011655;0,18692004;-0,62022723;-0,21954014;-0,57899253;0,42117741;-0,35996205;-0,14552821;-0,72920972;-0,11554609;-0,64133485;0,08041845;-0,64431105;0,07356086;-0,68799838
C3;100;02/01/2025  23:00;3,77424727;6,04775432;9,75567960;12,02096164;0,01220713;0,02829284;0,00213573;0,00303658;-0,24271093;0,16259898;-0,15233684;0,35317847;-0,02557278;0,11875271;-0,12389856;0,18291196;-0,17829670;0,78011014;-0,22303580;0,97481025;-0,11783830;0,26826411;-0,17427854;0,52899837;0,08918239;-0,05945080;0,04405140;-0,10170393;0,02488494;-0,11316713;0,04659538;-0,06900065;0,05348372;-0,23408508;0,07799406;-0,34179444;0,09970971;-0,30073186;0,09591814;-0,29225669;-0,29410151;-0,22694976;-0,39425576;0,08416248;-0,29991762;0,19530901;-0,30575869;-0,01016031;-0,45239247;0,21857281;-0,54986553;0,25016220;-0,55124496;0,13884334;-0,55458945;0,20253480;-0,51825613;-0,40606461;-0,64605892;0,16032829;-0,56496029;0,34883986;-0,68123125;-0,03681024;-0,85397539;0,52031339;-0,79879588;0,49461345;-0,87552574;0,37259054;-0,88868472;0,38131307;0,13043635;-0,00305293;0,06471878;0,06610030;-0,31424269;-0,38681424;0,14618306;-0,28863616;0,51600880;0,34204454;0,78537991;0,61901405;0,20299953;-0,03054930;0,34832829;0,23547075;-0,28060871;0,18805025;0,22538790;0,29265383;0,29040053;0,12189156;0,06064502;0,34110295;0,84474585;0,48284194;0,76231416;0,41731924;0,64645511;0,57828040;0,68066152;0,62486918;0,31538429;0,11353249;-0,03071042;-0,32082476;-0,22317541;-0,42310550;0,28543138;-0,34867040;0,21999193;0,60871593;0,34306295;0,93931241;-0,06300808;0,09007792;0,00389428;0,44343342;-0,58595652;-0,25430791;-0,12800811;0,64982459;0,28439801;0,55795812;-0,39766067;0,41085711;0,18474653;0,78439441;0,15068196;0,69921008;-0,06116573;0,71106720;-0,05337206;0,75312196
C3;100;02/01/2025  23:15;3,78420724;6,17581598;9,80638206;12,05586879;0,01101715;0,02639898;0,00094035;0,00274675;0,24144619;-0,16231236;0,15020431;-0,35219107;0,02585514;-0,11647512;0,12338246;-0,18251299;0,17272016;-0,78065411;0,21629398;-0,97632828;0,11680729;-0,26723252;0,17116279;-0,52892606;-0,08845729;0,05955901;-0,04274715;0,10100269;-0,02361950;0,11142912;-0,04612833;0,06864303;-0,05161922;0,23316170;-0,07539424;0,34141019;-0,09805885;0,30053659;-0,09403506;0,29109139;0,34048002;0,11009393;0,32238841;-0,19011279;0,20753553;-0,33310536;0,30122436;-0,08603633;0,27191675;-0,35638964;0,32640508;-0,39218446;0,46296076;-0,38736237;0,39829609;-0,41679331;0,61240390;0,15778305;0,52531750;-0,38353061;0,37551021;-0,52156723;0,62545178;-0,21699724;0,59728392;-0,80202988;0,56439993;-0,76069385;0,68330514;-0,66798262;0,68607569;-0,67835749;0,12891905;0,00463582;0,06099812;0,04044351;-0,40086607;-0,35161311;0,11924553;-0,31415277;0,47177122;0,35747421;0,78578189;0,61850369;0,05092781;-0,04748868;0,23726911;0,25383784;-0,30574521;0,18317769;0,24165082;0,29592791;0,30203646;0,14424566;0,02784856;0,31890823;0,73410373;0,46134430;0,65703306;0,39700947;0,52946790;0,54817759;0,56715453;0,58494599;0,42960676;0,05259261;-0,16151107;-0,44522517;-0,30863336;-0,40344013;0,25679223;-0,45653557;0,32917243;0,55880565;0,49631891;0,86814027;-0,04892727;0,08967069;0,06858889;0,41911391;-0,64562207;-0,18169031;-0,02263454;0,68963240;0,39041657;0,52380614;-0,34170641;0,47027485;0,22562643;0,71153580;0,17532176;0,63269572;-0,01655755;0,65179046;-0,00517273;0,69594620
C3;100;02/01/2025  23:30;3,77881950;6,07505038;9,40911143;12,04369529;0,01290987;0,02962151;0,00509188;0,00130576;-0,24194655;0,16222127;-0,15185772;0,35133044;-0,02615071;0,11791743;-0,12337586;0,18273903;-0,17794190;0,78062866;-0,22198735;0,97504955;-0,11890302;0,26743660;-0,17432269;0,52909057;0,08891622;-0,05944574;0,04348778;-0,10150995;0,02453070;-0,11205174;0,04596375;-0,06826083;0,05293177;-0,23389650;0,07739160;-0,34123277;0,09968563;-0,30052429;0,09574444;-0,29154861;-0,31087953;-0,20992541;-0,39172962;0,13735681;-0,25984247;0,25488883;-0,31130010;0,03913285;-0,42683551;0,25962295;-0,52674113;0,29258992;-0,52492857;0,20483655;-0,52661714;0,26237600;-0,54441240;-0,37083364;-0,63823990;0,18730800;-0,53944721;0,37650336;-0,68733246;0,00170218;-0,81813263;0,57502957;-0,76599760;0,54750135;-0,84819151;0,42566734;-0,86386235;0,43554500;-0,02906312;-0,11616221;-0,16135916;0,23054233;-0,23388817;0,01870555;-0,38176524;0,01898869;-0,45581875;-0,30490705;-0,43847884;-0,35203167;-0,65689947;-0,54206155;-0,56934317;-0,45622242;0,21982274;-0,02946658;-0,16538968;-0,16568365;-0,22137197;-0,15828778;0,10630043;-0,33642844;-0,92272059;-0,38546948;-0,88194357;-0,34873736;-0,78698603;-0,56190501;-0,77874402;-0,56395498;0,23601704;-0,06933756;-0,26234223;-0,09162750;-0,31600672;-0,37582985;0,11893153;-0,36788485;0,31605630;0,52968218;0,49628921;0,86815726;-0,04099452;0,03154656;0,06550418;0,38936883;-0,63342361;-0,16366885;-0,00460999;0,67901228;0,38776418;0,49881252;-0,33190755;0,48320730;0,30983614;0,90061232;0,25802703;0,82688643;-0,00160457;0,85773358;0,01784617;0,90811365
C3;100;02/01/2025  23:45;3,77676267;6,11946304;9,80900340;12,02385994;0,01103152;0,02890570;0,00126308;0,00368209;0,24273313;-0,16196856;0,15185269;-0,35096099;0,02657947;-0,11762847;0,12419051;-0,18207490;0,17748818;-0,77971348;0,22265124;-0,97489816;0,11776159;-0,26641149;0,17429245;-0,52772098;-0,08898256;0,05978661;-0,04405289;0,10187737;-0,02494168;0,11239319;-0,04627767;0,06838910;-0,05282483;0,23363032;-0,07788403;0,34136120;-0,10015047;0,30071981;-0,09558094;0,29140844;0,33705935;0,15836850;0,35713542;-0,16595693;0,24597686;-0,28409079;0,30791220;-0,06793745;0,37143772;-0,36769691;0,45313552;-0,42300316;0,51254408;-0,28106162;0,49099145;-0,36970374;0,58738261;0,29690110;0,59889383;-0,30120029;0,47817271;-0,48368069;0,67267016;-0,12199195;0,72362944;-0,69018869;0,67329953;-0,64650079;0,78444445;-0,54261553;0,78999338;-0,55053033;0,13858728;-0,01617851;0,01837513;0,01721298;-0,39446932;-0,31712332;0,10816629;-0,32203479;0,50850179;0,30812040;0,84038512;0,54198972;0,05715370;-0,03087758;0,27172898;0,23915691;-0,31203915;0,22669790;0,22391995;0,28687632;0,30945354;0,11238024;0,05610411;0,33307183;0,71908314;0,44234202;0,63614349;0,38433560;0,52410026;0,52509391;0,55674192;0,56222319;0,11847588;0,28175047;0,24359025;-0,13604002;0,04965556;-0,46236315;0,43932559;-0,05168187;-0,15048787;0,60454608;-0,19965077;0,97986712;-0,06992845;-0,03083228;-0,22895862;0,32335040;-0,29997197;-0,54841637;-0,45205191;0,44829209;-0,10576766;0,60688886;-0,59818702;0,09296065;-0,13421589;0,77319564;-0,11746680;0,68009349;-0,31329810;0,61049150;-0,32578631;0,66138634
C3;100;03/01/2025  0:00;3,77330371;6,07122208;8,44932460;12,03213714;0,01279695;0,02986907;0,00945619;0,00082523;0,24295253;-0,16200648;0,15288141;-0,35211598;0,02602040;-0,11736109;0,12427984;-0,18200337;0,17947897;-0,77908793;0,22490603;-0,97438046;0,11822744;-0,26571705;0,17584580;-0,52666713;-0,08898929;0,05951611;-0,04367959;0,10183524;-0,02539487;0,11276328;-0,04641749;0,06878730;-0,05365876;0,23346315;-0,07870433;0,34141521;-0,10017388;0,30088988;-0,09663358;0,29198125;-0,31327423;-0,19756423;-0,39153269;0,14016528;-0,28048284;0,19747899;-0,28800408;0,01015300;-0,38261712;0,30514947;-0,45915427;0,37731053;-0,50973688;0,17684258;-0,50521882;0,27436406;-0,57371165;-0,33668850;-0,61373618;0,23453662;-0,50378336;0,40837658;-0,67608563;0,04356320;-0,79699228;0,60398949;-0,75855081;0,57244544;-0,84439225;0,44274882;-0,85422580;0,45544662;0,05576978;-0,05918952;0,08968367;0,12659854;-0,85106210;-0,24379765;-0,24254121;-0,45837522;0,09619664;0,01481143;0,59647509;0,14334429;-0,78406390;-0,62068012;-0,38448705;-0,19331080;-0,07899413;0,28085854;0,16278422;0,07587340;0,12324749;-0,08313084;0,14893919;0,06751616;-0,08191763;0,00821590;-0,13968833;-0,00282841;-0,16786820;-0,03736695;-0,10213428;-0,00876946;-0,28298435;-0,07586845;0,08399214;0,22809607;0,24238523;0,40666552;-0,24422530;0,34401271;-0,25537523;-0,58043232;-0,40095225;-0,91609895;0,04519006;-0,05872187;-0,02841477;-0,42052234;0,60815077;0,23336515;0,08806491;-0,65923382;-0,31476303;-0,53954831;0,38886971;-0,44830033;-0,27151597;-0,81772984;-0,22583019;-0,73587471;-0,00360843;-0,76718898;-0,01291734;-0,81717027
C3;100;03/01/2025  0:15;3,78303761;6,12996570;9,23781637;12,02915701;0,01227471;0,02973758;0,00451157;0,00305099;-0,24208427;0,16231977;-0,15121505;0,35228866;-0,02580408;0,11728547;-0,12353685;0,18241627;-0,17648323;0,78106327;-0,22063110;0,97535733;-0,11826169;0,26758835;-0,17360121;0,52885633;0,08828855;-0,05946819;0,04361140;-0,10142621;0,02495728;-0,11226349;0,04699625;-0,06913080;0,05219549;-0,23284659;0,07707369;-0,34173042;0,09886993;-0,30054662;0,09552366;-0,29147574;0,35008291;0,14727033;0,36262568;-0,16113150;0,20513778;-0,30819490;0,29968955;-0,09121946;0,34152639;-0,33967122;0,42792868;-0,37494445;0,47438707;-0,32232193;0,44608638;-0,38095095;0,59297095;0,28013888;0,58685663;-0,29106964;0,45941119;-0,46230846;0,67493929;-0,12299263;0,73334627;-0,67985531;0,69343115;-0,65134518;0,79591518;-0,53950421;0,80487319;-0,54456979;0,00690472;0,01228218;-0,07618079;-0,11343832;0,38555969;0,10315450;0,27254411;0,12749994;0,40470376;0,13029237;0,25674258;0,10292268;0,81556697;0,57866270;0,65614215;0,34488957;-0,14527525;0,02659335;0,15738468;0,05535488;0,19042665;0,05569935;-0,05572834;0,22349590;0,75190967;0,25006126;0,72194883;0,24403284;0,65926797;0,41969150;0,63539160;0,40810180;0,20729572;0,20729908;0,10650695;-0,21435043;-0,12161139;-0,47105663;0,35737339;-0,22171087;0,07602026;0,62763418;0,13573297;0,99074546;-0,09169075;0,03152492;-0,10275368;0,40230593;-0,49744437;-0,39057796;-0,28047687;0,60200355;0,13103708;0,60770446;-0,47611222;0,30420011;0,08280989;0,81820080;0,06333310;0,72775102;-0,15570988;0,71301725;-0,15645056;0,76257703
