Cuadricula;Peso;Fecha;Sigma0;Sigma1;Sigma2;Sigma3;Sigma4;Sigma5;Sigma6;Sigma7;Sigma8;Sigma9;Sigma10;Sigma11;Sigma12;Sigma13;Sigma14;Sigma15;Sigma16;Sigma17;Sigma18;Sigma19;Sigma20;Sigma21;Sigma22;Sigma23
C1;100;27/12/2024  18:00;0,02597075;0,01038083;0,02967686;0,03312293;0,01060233;0,01146459;0,01035340;0,01085934;0,01001955;0,01904114;0,00830609;0,01590415;0,01425933;0,00541744;0,00739524;0,01754695;0,00699672;0,00489353;0,00801206;0,00642244;0,00726147;0,01054247;0,00641881;0,00621020
C1;100;27/12/2024  18:15;0,02613589;0,01045330;0,03040149;0,03327389;0,01067846;0,01170256;0,01043239;0,01092559;0,01015117;0,01915778;0,00836663;0,01625654;0,01433368;0,00544059;0,00583959;0,01766353;0,00702578;0,00445702;0,00790979;0,00644186;0,00625068;0,01055046;0,00644484;0,00466987
C1;100;27/12/2024  18:30;0,02557890;0,01023068;0,02954333;0,03254740;0,01044293;0,01145055;0,01022038;0,01068974;0,01007888;0,01873814;0,00819487;0,01583146;0,01450786;0,00546832;0,00788438;0,01791506;0,00709479;0,00491579;0,00796878;0,00649570;0,00761413;0,01067645;0,00649093;0,00657154
C1;100;27/12/2024  18:45;0,02557659;0,01022351;0,03069387;0,03252082;0,01044682;0,01175917;0,01023828;0,01068030;0,01007688;0,01874066;0,00818653;0,01635784;0,01433298;0,00538237;0,00617167;0,01770396;0,00698274;0,00493211;0,00786525;0,00641226;0,00647074;0,01054677;0,00639641;0,00487344
C1;100;27/12/2024  19:00;0,02518518;0,01003754;0,02857737;0,03204300;0,01024996;0,01117579;0,01007376;0,01048669;0,00984956;0,01840405;0,00803249;0,01545150;0,01411335;0,00536349;0,00737027;0,01741699;0,00691903;0,00549750;0,00809228;0,00634701;0,00720364;0,01045868;0,00635087;0,00600091
C1;100;27/12/2024  19:15;0,02604955;0,01040266;0,02957338;0,03316191;0,01063569;0,01148830;0,01042324;0,01088356;0,01006256;0,01911734;0,00832215;0,01581822;0,01458320;0,00545721;0,00798046;0,01797904;0,00709009;0,00525798;0,00793328;0,00650094;0,00764450;0,01070195;0,00649098;0,00655677
C1;100;27/12/2024  19:30;0,02621092;0,01047925;0,03010922;0,03338381;0,01070094;0,01163367;0,01045520;0,01095633;0,01011041;0,01924006;0,00838440;0,01613517;0,01424638;0,00537046;0,00632234;0,01755105;0,00695224;0,00456542;0,00778291;0,00638255;0,00664418;0,01048462;0,00637269;0,00504477
C1;100;27/12/2024  19:45;0,02653761;0,01063977;0,02952597;0,03382592;0,01086338;0,01144008;0,01062430;0,01112437;0,01001707;0,01950680;0,00850986;0,01590853;0,01448296;0,00546745;0,00726727;0,01785490;0,00707596;0,00472603;0,00793278;0,00649721;0,00721881;0,01064509;0,00648161;0,00599478
C1;100;27/12/2024  20:00;0,02607156;0,01039945;0,03036363;0,03320326;0,01061783;0,01169543;0,01037906;0,01086695;0,01007058;0,01911157;0,00831888;0,01616390;0,01435268;0,00544113;0,00774924;0,01770019;0,00702060;0,00478543;0,00796304;0,00645202;0,00755685;0,01058039;0,00644077;0,00634625
C1;100;27/12/2024  20:15;0,02634854;0,01049167;0,02963727;0,03360350;0,01072028;0,01151520;0,01048913;0,01098010;0,01007537;0,01934729;0,00838820;0,01585128;0,01457401;0,00547240;0,00773295;0,01795176;0,00711340;0,00483956;0,00793128;0,00651710;0,00752908;0,01070721;0,00650550;0,00634062
C1;100;27/12/2024  20:30;0,02575219;0,01024825;0,02984046;0,03282783;0,01046052;0,01156796;0,01026557;0,01071711;0,01002354;0,01885934;0,00819981;0,01595708;0,01414648;0,00538732;0,00584487;0,01742363;0,00695158;0,00494582;0,00799392;0,00638588;0,00629636;0,01046500;0,00638265;0,00436093
C1;100;27/12/2024  20:45;0,02548480;0,01020156;0,02956027;0,03238436;0,01042888;0,01153318;0,01028092;0,01065106;0,01005773;0,01870105;0,00816740;0,01581202;0,01429185;0,00537618;0,00785871;0,01769733;0,00695783;0,00559201;0,00793234;0,00638842;0,00763675;0,01049967;0,00637224;0,00634622
C1;100;27/12/2024  21:00;0,02496963;0,00994106;0,03051080;0,03171180;0,01013639;0,01175084;0,00993846;0,01038932;0,01007354;0,01825131;0,00796945;0,01620902;0,01419249;0,00535699;0,00781481;0,01751943;0,00692548;0,00492632;0,00782015;0,00635421;0,00759751;0,01045589;0,00634385;0,00635681
C1;100;27/12/2024  21:15;0,02559304;0,01019800;0,02963505;0,03256378;0,01041054;0,01149134;0,01021791;0,01065957;0,01002648;0,01875257;0,00816122;0,01586178;0,01435519;0,00541566;0,00538064;0,01770871;0,00700228;0,00431974;0,00787271;0,00643024;0,00614371;0,01055454;0,00641946;0,00404866
C1;100;27/12/2024  21:30;0,02540318;0,01010930;0,02947653;0,03229299;0,01031681;0,01150637;0,01014448;0,01056879;0,01010217;0,01858652;0,00809416;0,01585112;0,01426869;0,00536406;0,00763494;0,01760830;0,00695901;0,00484149;0,00788767;0,00638064;0,00754831;0,01050976;0,00637020;0,00619155
C1;100;27/12/2024  21:45;0,02585449;0,01029176;0,02950598;0,03294681;0,01050812;0,01147346;0,01033136;0,01075509;0,01003571;0,01893377;0,00822800;0,01583870;0,01399803;0,00537145;0,00784956;0,01725973;0,00690775;0,00490082;0,00811364;0,00632700;0,00772250;0,01039715;0,00634509;0,00642403
C1;100;27/12/2024  22:00;0,02669389;0,01061607;0,02973443;0,03405232;0,01084839;0,01151810;0,01064226;0,01110636;0,01005758;0,01959288;0,00848608;0,01588581;0,01485023;0,00554200;0,00648122;0,01831228;0,00721774;0,00455793;0,00818789;0,00662164;0,00677229;0,01094686;0,00659914;0,00509144
C1;100;27/12/2024  22:15;0,02537320;0,01011988;0,03087990;0,03224424;0,01033477;0,01184246;0,01018454;0,01057856;0,01006145;0,01860569;0,00811078;0,01640506;0,01437400;0,00538225;0,00776450;0,01776930;0,00699780;0,00543070;0,00784266;0,00641990;0,00762569;0,01053756;0,00639045;0,00613279
C1;100;27/12/2024  22:30;0,02679870;0,01066676;0,02898992;0,03417632;0,01089621;0,01136008;0,01070038;0,01115503;0,01003067;0,01968838;0,00850855;0,01562168;0,01457377;0,00549802;0,00794572;0,01795764;0,00712142;0,00549354;0,00802731;0,00653684;0,00772258;0,01072347;0,00652904;0,00632219
C1;100;27/12/2024  22:45;0,02595365;0,01035510;0,02993378;0,03304290;0,01055962;0,01160045;0,01037447;0,01082286;0,01012501;0,01904432;0,00828253;0,01595350;0,01465734;0,00548829;0,00694827;0,01808343;0,00712490;0,00464782;0,00791583;0,00654348;0,00716629;0,01074159;0,00651829;0,00546843
C1;100;27/12/2024  23:00;0,02551184;0,01017883;0,02967303;0,03239602;0,01039382;0,01151974;0,01022550;0,01063224;0,01007381;0,01872807;0,00814915;0,01585299;0,01451944;0,00537814;0,00738744;0,01795240;0,00701370;0,00473407;0,00771409;0,00643678;0,00739601;0,01061263;0,00640300;0,00594417
C1;100;27/12/2024  23:15;0,02610892;0,01038200;0,02973599;0,03325296;0,01060295;0,01152673;0,01040562;0,01085888;0,01002819;0,01914594;0,00831486;0,01591713;0,01464952;0,00551407;0,00797589;0,01806647;0,00714931;0,00487039;0,00798089;0,00656124;0,00785324;0,01076850;0,00654990;0,00643638
C1;100;27/12/2024  23:30;0,02578054;0,01028820;0,02916384;0,03278549;0,01051128;0,01137874;0,01035033;0,01075525;0,01001293;0,01892309;0,00822734;0,01562655;0,01424713;0,00531238;0,00752083;0,01760722;0,00691571;0,00476691;0,00787651;0,00634764;0,00748719;0,01046900;0,00632143;0,00602804
C1;100;27/12/2024  23:45;0,02629303;0,01049258;0,02997807;0,03348480;0,01071001;0,01165656;0,01053061;0,01097093;0,01015189;0,01930897;0,00839040;0,01604863;0,01472204;0,00552129;0,00657785;0,01817785;0,00717225;0,00447149;0,00802728;0,00657902;0,00691364;0,01080277;0,00655627;0,00508249
C1;100;28/12/2024  0:00;0,02576145;0,01028738;0,02880223;0,03273693;0,01050359;0,01135647;0,01036601;0,01075463;0,01003456;0,01893104;0,00822584;0,01552218;0,01423369;0,00533009;0,00775557;0,01760055;0,00692533;0,00562335;0,00769295;0,00635110;0,00759359;0,01042172;0,00632400;0,00617047
C1;100;28/12/2024  0:15;0,02547507;0,01018215;0,02977420;0,03237685;0,01038885;0,01161057;0,01021721;0,01061953;0,01007159;0,01866873;0,00815243;0,01596565;0,01422822;0,00536157;0,00787357;0,01758601;0,00693994;0,00539981;0,00781445;0,00637300;0,00768378;0,01044893;0,00635551;0,00633138
C1;100;28/12/2024  0:30;0,02568136;0,01022773;0,02969283;0,03263472;0,01043844;0,01152672;0,01028468;0,01069105;0,01002004;0,01883679;0,00818474;0,01588999;0,01474480;0,00546706;0,00496723;0,01823703;0,00711975;0,00418401;0,00790282;0,00653206;0,00581571;0,01078325;0,00650404;0,00354694
C1;100;28/12/2024  0:45;0,02650475;0,01054484;0,03047958;0,03377478;0,01077245;0,01171011;0,01059493;0,01103088;0,01005322;0,01947262;0,00843680;0,01618661;0,01517505;0,00558885;0,00770466;0,01874282;0,00732531;0,00475325;0,00810547;0,00671526;0,00760716;0,01110515;0,00668039;0,00621419
C1;100;28/12/2024  1:00;0,02637962;0,01048233;0,03038973;0,03357673;0,01070404;0,01171960;0,01053359;0,01096306;0,01009481;0,01935689;0,00837920;0,01617475;0,01490289;0,00551838;0,00767724;0,01839408;0,00720567;0,00479965;0,00804657;0,00660439;0,00762352;0,01092645;0,00657541;0,00619842
C1;100;28/12/2024  1:15;0,02532737;0,01007170;0,02919459;0,03221908;0,01027306;0,01141167;0,01011708;0,01052285;0,01004085;0,01852691;0,00806151;0,01564901;0,01459206;0,00548450;0,00637526;0,01802351;0,00711585;0,00448864;0,00805031;0,00652943;0,00683027;0,01073921;0,00651358;0,00487951
C1;100;28/12/2024  1:30;0,02560214;0,01017549;0,02840676;0,03259828;0,01038404;0,01124799;0,01022541;0,01062742;0,01004043;0,01873459;0,00813415;0,01535733;0,01440399;0,00545783;0,00763718;0,01778131;0,00704225;0,00488561;0,00801690;0,00646512;0,00761864;0,01061470;0,00645967;0,00610993
C1;100;28/12/2024  1:45;0,02551152;0,01019536;0,03045658;0,03244542;0,01040093;0,01176211;0,01022849;0,01065253;0,01002585;0,01870918;0,00817608;0,01621511;0,01415619;0,00538570;0,00780283;0,01749453;0,00694625;0,00565484;0,00780216;0,00638569;0,00767317;0,01040609;0,00637003;0,00608563
C1;100;28/12/2024  2:00;0,02538364;0,01012966;0,02901431;0,03225216;0,01034621;0,01131931;0,01020028;0,01058415;0,00989679;0,01862658;0,00810567;0,01560943;0,01449938;0,00540960;0,00793451;0,01794046;0,00703085;0,00527115;0,00779575;0,00646117;0,00777716;0,01060288;0,00643112;0,00623366
C1;100;28/12/2024  2:15;0,02525504;0,01003536;0,02924775;0,03211869;0,01024391;0,01139936;0,01007132;0,01048915;0,00998657;0,01849001;0,00802626;0,01565859;0,01412359;0,00533092;0,00549113;0,01742002;0,00689637;0,00433640;0,00774867;0,00633923;0,00627861;0,01039853;0,00632059;0,00403840
C1;100;28/12/2024  2:30;0,02578710;0,01028449;0,02987887;0,03279490;0,01049744;0,01157540;0,01033945;0,01074799;0,01006167;0,01891686;0,00822661;0,01595533;0,01465135;0,00548192;0,00750388;0,01811712;0,00710616;0,00471712;0,00791040;0,00652988;0,00746310;0,01073469;0,00650490;0,00607633
C1;100;28/12/2024  2:45;0,02585346;0,01029601;0,03015014;0,03292646;0,01051036;0,01166427;0,01033793;0,01075752;0,01005270;0,01895604;0,00823465;0,01607125;0,01451126;0,00544674;0,00779095;0,01792130;0,00707161;0,00477359;0,00802596;0,00648621;0,00767243;0,01067830;0,00648696;0,00627330
C1;100;28/12/2024  3:00;0,02652780;0,01054609;0,02993947;0,03381446;0,01077699;0,01161130;0,01061058;0,01103314;0,01010155;0,01950226;0,00843177;0,01600502;0,01427423;0,00538538;0,00676072;0,01760708;0,00697766;0,00463207;0,00786511;0,00640012;0,00701732;0,01049956;0,00638723;0,00538616
C1;100;28/12/2024  3:15;0,02460299;0,00979271;0,02980646;0,03123198;0,00998410;0,01155377;0,00989720;0,01023552;0,00999616;0,01799180;0,00785458;0,01594785;0,01420933;0,00534161;0,00731904;0,01757861;0,00692287;0,00490048;0,00785557;0,00635425;0,00738598;0,01044153;0,00633922;0,00583467
C1;100;28/12/2024  3:30;0,02658344;0,01062906;0,03039637;0,03382580;0,01084738;0,01175149;0,01068550;0,01110441;0,01005168;0,01959122;0,00850233;0,01611602;0,01470278;0,00544060;0,00753063;0,01817769;0,00710084;0,00564084;0,00775175;0,00651950;0,00744323;0,01071083;0,00648424;0,00599974
C1;100;28/12/2024  3:45;0,02616095;0,01038577;0,03028248;0,03329367;0,01060768;0,01172244;0,01045295;0,01086398;0,01010687;0,01918759;0,00830853;0,01614555;0,01439483;0,00538176;0,00766421;0,01777626;0,00699097;0,00515846;0,00793056;0,00641622;0,00749857;0,01058933;0,00639554;0,00611436
C1;100;28/12/2024  4:00;0,02664075;0,01061189;0,02907417;0,03391454;0,01084008;0,01137690;0,01070049;0,01109545;0,01001078;0,01959750;0,00846886;0,01566841;0,01472632;0,00548099;0,00626263;0,01821547;0,00713279;0,00450069;0,00793406;0,00654735;0,00666598;0,01077258;0,00651088;0,00493721
C1;100;28/12/2024  4:15;0,02691384;0,01075621;0,02979219;0,03427486;0,01098271;0,01156232;0,01080983;0,01124044;0,01001839;0,01981900;0,00859541;0,01596780;0,01481362;0,00552392;0,00736870;0,01830773;0,00718195;0,00468258;0,00798271;0,00659597;0,00736961;0,01083729;0,00656781;0,00588773
C1;100;28/12/2024  4:30;0,02603035;0,01037747;0,02932163;0,03313547;0,01058425;0,01142771;0,01042522;0,01085311;0,00999675;0,01913483;0,00830789;0,01572759;0,01471897;0,00552396;0,00729940;0,01819963;0,00717077;0,00470208;0,00785561;0,00658460;0,00736956;0,01077201;0,00655629;0,00589349
C1;100;28/12/2024  4:45;0,02618072;0,01042004;0,02951698;0,03330389;0,01063131;0,01146464;0,01050725;0,01088661;0,01003511;0,01923836;0,00832755;0,01578587;0,01465431;0,00544909;0,00750429;0,01812567;0,00709634;0,00475542;0,00791872;0,00650590;0,00747658;0,01073255;0,00647909;0,00607937
C1;100;28/12/2024  5:00;0,02652306;0,01058426;0,02970332;0,03375194;0,01081072;0,01153700;0,01066754;0,01106360;0,01001303;0,01951827;0,00845935;0,01585814;0,01490044;0,00552575;0,00595525;0,01843951;0,00720275;0,00464928;0,00798424;0,00661312;0,00646074;0,01089088;0,00658013;0,00446160
C1;100;28/12/2024  5:15;0,02580560;0,01025811;0,02938658;0,03283433;0,01046437;0,01147804;0,01032994;0,01071616;0,01004404;0,01893190;0,00820630;0,01571894;0,01468007;0,00552852;0,00747540;0,01814060;0,00715296;0,00548441;0,00798034;0,00657768;0,00737312;0,01076231;0,00655335;0,00586267
C1;100;28/12/2024  5:30;0,02542913;0,01011453;0,03028706;0,03229116;0,01031564;0,01174341;0,01021555;0,01056515;0,01011912;0,01863988;0,00809566;0,01615011;0,01458313;0,00545249;0,00753111;0,01806250;0,00707174;0,00509247;0,00788886;0,00649197;0,00745190;0,01068506;0,00647102;0,00603509
C1;100;28/12/2024  5:45;0,02594000;0,01034442;0,02877814;0,03299285;0,01055761;0,01127428;0,01044956;0,01080891;0,00993538;0,01907624;0,00827276;0,01552904;0,01462935;0,00544951;0,00746664;0,01811031;0,00709507;0,00473121;0,00786512;0,00650929;0,00745174;0,01068388;0,00648223;0,00594515
C1;100;28/12/2024  6:00;0,02643182;0,01053993;0,02967494;0,03360295;0,01076755;0,01152463;0,01063767;0,01101508;0,01008626;0,01943118;0,00843141;0,01587567;0,01433495;0,00540878;0,00584054;0,01773690;0,00699371;0,00429945;0,00791549;0,00642310;0,00643040;0,01052013;0,00640387;0,00432828
C1;100;28/12/2024  6:15;0,02609001;0,01040564;0,02974820;0,03318991;0,01061769;0,01151946;0,01047153;0,01086694;0,01003621;0,01916823;0,00832668;0,01589669;0,01442089;0,00541114;0,00729460;0,01782949;0,00700257;0,00465950;0,00782486;0,00643274;0,00734619;0,01057119;0,00639805;0,00574865
C1;100;28/12/2024  6:30;0,02604879;0,01038823;0,03008424;0,03310907;0,01060273;0,01159951;0,01049755;0,01084323;0,01000580;0,01914635;0,00830106;0,01598093;0,01454731;0,00537892;0,00739337;0,01800830;0,00701288;0,00465456;0,00788937;0,00643407;0,00739599;0,01063492;0,00640372;0,00586529
C1;100;28/12/2024  6:45;0,02574482;0,01022673;0,02911941;0,03275698;0,01043542;0,01134418;0,01032494;0,01067755;0,00998724;0,01887875;0,00817985;0,01563489;0,01429509;0,00541474;0,00751148;0,01767078;0,00698150;0,00511693;0,00791921;0,00641678;0,00741091;0,01050981;0,00639815;0,00590758
C1;100;28/12/2024  7:00;0,02605926;0,01039687;0,02946293;0,03312900;0,01062188;0,01149391;0,01049602;0,01086762;0,01001065;0,01914299;0,00832374;0,01580021;0,01485824;0,00551483;0,00609788;0,01841081;0,00717314;0,00517565;0,00797867;0,00659055;0,00649394;0,01085972;0,00655338;0,00451489
C1;100;28/12/2024  7:15;0,02641728;0,01052563;0,02942657;0,03362968;0,01075134;0,01144254;0,01063295;0,01099612;0,00998067;0,01943992;0,00840500;0,01573659;0,01477416;0,00547080;0,00746583;0,01828794;0,00713485;0,00494769;0,00798253;0,00654286;0,00738458;0,01079819;0,00650882;0,00578311
C1;100;28/12/2024  7:30;0,02542121;0,01013929;0,02942162;0,03230542;0,01034522;0,01145422;0,01023336;0,01059400;0,00999402;0,01865554;0,00812631;0,01572407;0,01436396;0,00541602;0,00735083;0,01779343;0,00699717;0,00470149;0,00787183;0,00643003;0,00736189;0,01054330;0,00640681;0,00584967
C1;100;28/12/2024  7:45;0,02632706;0,01044156;0,02941527;0,03350968;0,01066001;0,01147772;0,01054065;0,01092055;0,01006101;0,01934015;0,00834511;0,01574121;0,01461876;0,00545633;0,00743024;0,01806013;0,00709853;0,00472588;0,00794389;0,00652305;0,00747650;0,01072354;0,00649055;0,00590247
C1;100;28/12/2024  8:00;0,02594101;0,01034468;0,02975005;0,03299281;0,01055132;0,01155833;0,01045989;0,01079835;0,01009482;0,01905567;0,00827447;0,01591622;0,01440712;0,00543248;0,00643183;0,01783946;0,00701611;0,00446965;0,00803146;0,00645187;0,00679326;0,01057840;0,00643024;0,00491464
C1;100;28/12/2024  8:30;0,02634995;0,01050448;0,02892966;0,03354058;0,01072394;0,01127941;0,01062738;0,01096883;0,00995136;0,01939192;0,00839564;0,01551991;0,01482085;0,00550254;0,00743536;0,01836444;0,00716653;0,00540598;0,00805200;0,00657875;0,00747902;0,01083783;0,00654425;0,00581328
C1;100;28/12/2024  8:45;0,02515277;0,01001842;0,03001469;0,03200484;0,01020623;0,01163274;0,01007611;0,01045638;0,01005565;0,01840777;0,00803774;0,01600771;0,01450940;0,00546857;0,00756662;0,01793924;0,00707749;0,00538613;0,00807697;0,00648954;0,00745445;0,01068948;0,00649193;0,00595551
C1;100;28/12/2024  9:00;0,02535534;0,01012024;0,02885485;0,03224302;0,01032662;0,01125080;0,01022232;0,01057733;0,00988274;0,01859418;0,00811005;0,01552487;0,01448972;0,00545227;0,00679463;0,01794796;0,00704889;0,00478066;0,00804219;0,00647776;0,00698871;0,01064605;0,00645955;0,00521184
C1;100;28/12/2024  9:15;0,02580484;0,01024500;0,02914914;0,03282676;0,01044917;0,01136623;0,01036117;0,01070634;0,01008212;0,01892945;0,00818811;0,01561807;0,01456038;0,00540974;0,00724182;0,01800554;0,00704618;0,00471383;0,00798501;0,00646961;0,00732278;0,01068313;0,00643841;0,00573250
C1;100;28/12/2024  9:30;0,02560988;0,01018372;0,02852881;0,03257733;0,01039542;0,01117075;0,01026071;0,01063973;0,00988651;0,01876249;0,00813529;0,01540027;0,01415544;0,00535190;0,00741417;0,01748725;0,00691417;0,00472585;0,00796855;0,00634728;0,00743257;0,01043577;0,00633002;0,00590863
C1;100;28/12/2024  9:45;0,02567944;0,01019863;0,02934646;0,03264554;0,01041246;0,01139612;0,01030453;0,01066137;0,00998851;0,01882560;0,00815246;0,01568037;0,01463965;0,00538953;0,00750129;0,01812369;0,00704126;0,00476492;0,00798678;0,00645909;0,00750735;0,01073122;0,00643340;0,00592237
C1;100;28/12/2024  10:00;0,02508092;0,00994667;0,03062206;0,03192909;0,01013667;0,01173969;0,00999314;0,01039835;0,01003588;0,01831774;0,00797698;0,01626981;0,01405018;0,00534365;0,00702027;0,01733148;0,00688396;0,00457376;0,00804861;0,00632034;0,00715062;0,01042223;0,00631681;0,00550870
C1;100;28/12/2024  10:15;0,02626795;0,01045499;0,02958925;0,03343181;0,01067300;0,01145184;0,01056027;0,01092811;0,00996241;0,01931610;0,00835918;0,01578847;0,01475346;0,00550044;0,00729644;0,01826124;0,00715723;0,00543662;0,00799028;0,00656882;0,00733928;0,01079364;0,00653038;0,00562031
C1;100;28/12/2024  10:30;0,02642940;0,01052713;0,02997060;0,03364167;0,01075137;0,01154745;0,01063152;0,01100264;0,00995906;0,01943697;0,00842586;0,01590761;0,01462017;0,00543690;0,00752473;0,01809049;0,00706750;0,00536950;0,00799312;0,00649500;0,00749447;0,01071250;0,00645849;0,00582271
C1;100;28/12/2024  10:45;0,02638982;0,01052282;0,02918780;0,03358951;0,01075089;0,01132441;0,01060656;0,01099550;0,00994204;0,01941004;0,00841591;0,01562974;0,01431749;0,00538777;0,00764928;0,01770269;0,00697737;0,00493302;0,00782856;0,00640185;0,00758851;0,01049911;0,00638116;0,00599348
C1;100;28/12/2024  11:00;0,02551583;0,01016205;0,02983728;0,03243188;0,01036338;0,01153634;0,01029954;0,01061470;0,00998829;0,01874764;0,00813430;0,01596316;0,01454910;0,00542612;0,00758191;0,01804097;0,00705751;0,00471309;0,00794107;0,00647315;0,00754666;0,01065682;0,00644343;0,00600469
C1;100;28/12/2024  11:15;0,02588941;0,01030447;0,02975781;0,03293495;0,01052392;0,01148632;0,01041506;0,01076690;0,00998403;0,01901671;0,00824232;0,01585774;0,01465647;0,00550427;0,00664081;0,01813782;0,00712874;0,00455409;0,00800479;0,00654787;0,00696386;0,01073541;0,00651859;0,00499154
C1;100;28/12/2024  11:30;0,02482078;0,00987966;0,02906184;0,03147840;0,01007364;0,01127794;0,01001859;0,01031071;0,00992313;0,01817843;0,00790691;0,01555921;0,01403888;0,00528704;0,00740438;0,01740415;0,00683964;0,00473026;0,00784259;0,00627875;0,00746042;0,01032177;0,00625240;0,00583770
